"year","count","tag1","tag2","rank1","rank2"
2014,625,css3,html,1,9
2014,580,asp.net,html,4,10
2014,533,c++,html,5,11
2014,499,entity-framework,html,5,12
2014,466,delphi,html,4,13
2014,311,angularjs,html,4,14
2014,180,codeigniter,html,5,15
2015,6607,c#,html,2,1
2015,4157,css,html,1,2
2015,2932,android,html,9,3
2015,2013,asp.net-mvc,html,4,4
2015,1823,ajax,html,4,5
2015,1748,.net,html,3,6
2015,1512,angularjs,html,2,7
2015,1161,c,html,6,8
2015,1056,asp.net,html,3,9
2015,807,css3,html,2,10
2015,674,codeigniter,html,5,11
2015,650,c++,html,3,12
2015,585,entity-framework,html,3,13
2015,583,asp.net-mvc-5,html,6,14
2015,543,delphi,html,2,15
2016,6271,c#,html,2,1
2016,4396,css,html,1,2
2016,3095,android,html,8,3
2016,2050,angularjs,html,2,4
2016,2030,ajax,html,4,5
2016,1849,asp.net-mvc,html,4,6
2016,1502,.net,html,3,7
2016,1431,c,html,8,8
2016,978,css3,html,1,9
2016,752,c++,html,4,10
2016,684,codeigniter,html,5,11
2016,605,delphi,html,5,12
2016,605,asp.net,html,5,13
2016,604,entity-framework,html,4,14
2016,405,asp.net-mvc-5,html,4,15
2017,8239,c#,html,2,1
2017,6434,css,html,1,2
2017,3593,android,html,10,3
2017,2610,ajax,html,4,4
2017,2090,angularjs,html,2,5
2017,1949,asp.net-mvc,html,3,6
2017,1748,c,html,5,7
2017,1344,css3,html,3,8
2017,1295,.net,html,3,9
2017,893,asp.net,html,3,10
2017,849,c++,html,5,11
2017,771,entity-framework,html,3,12
2017,588,codeigniter,html,5,13
2017,409,delphi,html,5,14
2017,407,asp.net-mvc-5,html,5,15
2014,856,html,html-select,26,1
2015,1381,html,html-select,31,1
2016,1929,html,html-select,20,1
2017,1594,html,html-select,31,1
2013,31,html,html5,5,1
2013,30,c#,html5,12,2
2013,30,css,html5,6,3
2013,14,.net,html5,14,4
2013,9,css3,html5,4,5
2013,7,ajax,html5,4,6
2013,6,asp.net,html5,13,7
2013,5,c++,html5,6,8
2013,5,angularjs,html5,8,9
2013,5,asp.net-mvc,html5,15,10
2013,3,android,html5,13,11
2013,1,asp.net-mvc-5,html5,7,12
2013,1,entity-framework,html5,4,13
2014,3459,c#,html5,11,1
2014,3170,html,html5,5,2
2014,2275,css,html5,6,3
2014,1627,android,html5,17,4
2014,1239,asp.net-mvc,html5,9,5
2014,800,ajax,html5,8,6
2014,749,.net,html5,15,7
2014,692,asp.net-mvc-5,html5,10,8
2014,545,css3,html5,4,9
2014,496,c,html5,13,10
2014,442,asp.net,html5,14,11
2014,417,entity-framework,html5,8,12
2014,397,c++,html5,12,13
2014,207,angularjs,html5,9,14
2015,5034,html,html5,5,1
2015,5015,c#,html5,11,2
2015,3194,css,html5,5,3
2015,1749,android,html5,20,4
2015,1739,asp.net-mvc,html5,10,5
2015,1436,ajax,html5,7,6
2015,1363,.net,html5,14,7
2015,1236,angularjs,html5,6,8
2015,833,c,html5,13,9
2015,814,asp.net,html5,10,10
2015,791,css3,html5,3,11
2015,496,entity-framework,html5,10,12
2015,481,asp.net-mvc-5,html5,10,13
2015,476,c++,html5,11,14
2016,5009,html,html5,5,1
2016,4634,c#,html5,12,2
2016,2929,css,html5,6,3
2016,1569,angularjs,html5,8,4
2016,1479,android,html5,24,5
2016,1393,ajax,html5,7,6
2016,1366,asp.net-mvc,html5,12,7
2016,1204,.net,html5,16,8
2016,1142,c,html5,14,9
2016,829,css3,html5,5,10
2016,642,c++,html5,11,11
2016,487,entity-framework,html5,11,12
2016,402,asp.net,html5,14,13
2016,376,asp.net-mvc-5,html5,6,14
2017,7733,html,html5,5,1
2017,5590,c#,html5,13,2
2017,4822,css,html5,5,3
2017,2179,android,html5,21,4
2017,1960,ajax,html5,7,5
2017,1707,angularjs,html5,5,6
2017,1561,c,html5,11,7
2017,1380,asp.net-mvc,html5,11,8
2017,1373,css3,html5,2,9
2017,1011,.net,html5,16,10
2017,736,c++,html5,12,11
2017,579,asp.net,html5,13,12
2017,563,entity-framework,html5,12,13
2017,388,asp.net-mvc-5,html5,6,14
2013,24,html,iframe,8,1
2013,12,css,iframe,13,2
2013,5,html5,iframe,12,3
2014,1346,html,iframe,17,1
2014,1028,css,iframe,19,2
2014,262,html5,iframe,16,3
2015,1837,html,iframe,19,1
2015,1089,css,iframe,25,2
2015,483,html5,iframe,17,3
2016,1840,html,iframe,23,1
2016,1016,css,iframe,23,2
2016,427,html5,iframe,17,3
2017,2966,html,iframe,18,1
2017,1638,css,iframe,19,2
2017,736,html5,iframe,16,3
2013,60,c#,iis,9,1
2013,15,asp.net-mvc,iis,10,2
2014,2157,c#,iis,23,1
2014,805,asp.net-mvc,iis,23,2
2015,3203,c#,iis,29,1
2015,1221,asp.net-mvc,iis,24,2
2016,3394,c#,iis,23,1
2016,1054,asp.net-mvc,iis,22,2
2017,4418,c#,iis,24,1
2017,1173,asp.net-mvc,iis,18,2
2014,471,c,int,15,1
2015,347,c,int,32,1
2016,715,c,int,32,1
2017,1190,c,int,25,1
2014,1561,html,internet-explorer,11,1
2015,1689,html,internet-explorer,22,1
2016,962,html,internet-explorer,32,1
2017,1754,html,internet-explorer,29,1
2015,1802,html,ionic,20,1
2015,944,angularjs,ionic,11,2
2016,2326,html,ionic,13,1
2016,1602,angularjs,ionic,5,2
2017,2138,html,ionic,26,1
2017,1190,angularjs,ionic,11,2
2013,4,html,ios,21,1
2013,1,android,ios,21,2
2014,1683,android,ios,15,1
2014,1427,html,ios,16,2
2015,1779,android,ios,18,1
2015,1757,html,ios,21,2
2016,1189,android,ios,31,1
2016,1001,html,ios,31,2
2017,1918,android,ios,23,1
2017,1543,html,ios,32,2
2013,23,html,java,9,1
2013,18,android,java,1,2
2013,13,c#,java,19,3
2013,12,css,java,14,4
2013,10,html5,java,6,5
2013,9,c++,java,1,6
2013,7,.net,java,19,7
2013,6,hibernate,java,1,8
2013,5,angularjs,java,9,9
2013,3,ajax,java,11,10
2013,3,css3,java,7,11
2013,3,asp.net,java,15,12
2013,1,asp.net-mvc,java,20,13
2013,1,c,java,7,14
2013,1,entity-framework,java,3,15
2014,3777,c#,java,10,1
2014,3749,android,java,1,2
2014,2830,html,java,6,3
2014,1897,css,java,9,4
2014,1130,asp.net-mvc,java,12,5
2014,868,.net,java,10,6
2014,843,ajax,java,7,7
2014,838,c,java,2,8
2014,685,c++,java,1,9
2014,606,html5,java,5,10
2014,463,asp.net,java,12,11
2014,383,entity-framework,java,10,12
2014,383,css3,java,7,13
2014,280,hibernate,java,1,14
2014,267,angularjs,java,6,15
2015,5494,c#,java,8,1
2015,5306,android,java,1,2
2015,4488,html,java,6,3
2015,2685,css,java,9,4
2015,1533,.net,java,11,5
2015,1529,asp.net-mvc,java,15,6
2015,1458,c,java,2,7
2015,1396,html5,java,5,8
2015,1280,ajax,java,9,9
2015,1090,angularjs,java,8,10
2015,761,c++,java,1,11
2015,757,asp.net,java,13,12
2015,630,hibernate,java,1,13
2015,566,css3,java,8,14
2015,531,entity-framework,java,7,15
2016,5752,android,java,1,1
2016,5372,c#,java,8,2
2016,4127,html,java,6,3
2016,2121,css,java,8,4
2016,1641,c,java,2,5
2016,1458,asp.net-mvc,java,11,6
2016,1340,.net,java,11,7
2016,1330,ajax,java,8,8
2016,1329,angularjs,java,10,9
2016,1139,html5,java,5,10
2016,865,c++,java,1,11
2016,828,hibernate,java,1,12
2016,510,entity-framework,java,9,13
2016,489,css3,java,8,14
2016,456,asp.net,java,11,15
2017,7194,android,java,1,1
2017,6977,c#,java,9,2
2017,5931,html,java,6,3
2017,3142,css,java,8,4
2017,1934,c,java,2,5
2017,1612,html5,java,5,6
2017,1550,ajax,java,8,7
2017,1441,angularjs,java,8,8
2017,1344,asp.net-mvc,java,13,9
2017,1138,.net,java,9,10
2017,951,c++,java,1,11
2017,727,css3,java,7,12
2017,623,entity-framework,java,10,13
2017,589,asp.net,java,11,14
2017,573,hibernate,java,1,15
2013,41,java,java-8,3,1
2014,1309,java,java-8,25,1
2015,2508,java,java-8,28,1
2016,3293,java,java-8,24,1
2017,4397,java,java-8,15,1
2014,2404,java,java-ee,6,1
2015,4547,java,java-ee,5,1
2016,4128,java,java-ee,8,1
2017,4853,java,java-ee,9,1
2013,110,c#,javascript,1,1
2013,70,html,javascript,1,2
2013,67,css,javascript,2,3
2013,49,.net,javascript,2,4
2013,48,java,javascript,1,5
2013,32,html5,javascript,1,6
2013,22,asp.net,javascript,2,7
2013,22,asp.net-mvc,javascript,2,8
2013,10,ajax,javascript,2,9
2013,10,css3,javascript,2,10
2013,8,c++,javascript,3,11
2013,8,android,javascript,4,12
2013,7,angularjs,javascript,4,13
2013,7,delphi,javascript,1,14
2013,6,codeigniter,javascript,1,15
2013,4,asp.net-mvc-5,javascript,2,16
2013,2,entity-framework,javascript,2,17
2013,1,c,javascript,5,18
2014,4703,c#,javascript,1,1
2014,4349,html,javascript,1,2
2014,3514,java,javascript,3,3
2014,3090,css,javascript,2,4
2014,2387,android,javascript,4,5
2014,1582,asp.net-mvc,javascript,2,6
2014,1234,ajax,javascript,2,7
2014,985,.net,javascript,2,8
2014,958,html5,javascript,1,9
2014,942,asp.net-mvc-5,javascript,2,10
2014,710,c,javascript,6,11
2014,689,asp.net,javascript,2,12
2014,607,css3,javascript,3,13
2014,600,c++,javascript,3,14
2014,554,entity-framework,javascript,1,15
2014,483,delphi,javascript,3,16
2014,429,angularjs,javascript,1,17
2014,187,codeigniter,javascript,3,18
2015,6888,c#,javascript,1,1
2015,6810,html,javascript,1,2
2015,6240,java,javascript,1,3
2015,4006,css,javascript,2,4
2015,3303,android,javascript,5,5
2015,2262,asp.net-mvc,javascript,2,6
2015,2097,html5,javascript,1,7
2015,2063,ajax,javascript,1,8
2015,1794,angularjs,javascript,1,9
2015,1773,.net,javascript,2,10
2015,1159,c,javascript,7,11
2015,1145,asp.net,javascript,2,12
2015,828,css3,javascript,1,13
2015,702,asp.net-mvc-5,javascript,2,14
2015,695,codeigniter,javascript,3,15
2015,664,entity-framework,javascript,1,16
2015,619,c++,javascript,5,17
2015,511,delphi,javascript,4,18
2016,7445,html,javascript,1,1
2016,6620,java,javascript,1,2
2016,6523,c#,javascript,1,3
2016,4136,css,javascript,2,4
2016,3499,android,javascript,4,5
2016,2518,angularjs,javascript,1,6
2016,2318,ajax,javascript,1,7
2016,1980,asp.net-mvc,javascript,2,8
2016,1843,html5,javascript,1,9
2016,1558,.net,javascript,2,10
2016,1494,c,javascript,5,11
2016,949,css3,javascript,2,12
2016,760,c++,javascript,3,13
2016,741,codeigniter,javascript,3,14
2016,721,delphi,javascript,2,15
2016,699,asp.net,javascript,2,16
2016,648,entity-framework,javascript,1,17
2016,455,asp.net-mvc-5,javascript,2,18
2017,10810,html,javascript,1,1
2017,8773,c#,javascript,1,2
2017,7033,java,javascript,1,3
2017,6104,css,javascript,2,4
2017,3553,android,javascript,11,5
2017,2963,ajax,javascript,1,6
2017,2922,html5,javascript,1,7
2017,2459,angularjs,javascript,1,8
2017,2179,asp.net-mvc,javascript,2,9
