"year","count","tag1","tag2","rank1","rank2"
2012,120439,c,java,3,5
2012,97274,css,java,13,6
2012,85923,.net,java,16,7
2012,81636,ios,java,9,8
2012,77503,asp.net,java,20,9
2012,51603,eclipse,java,1,10
2012,51026,iphone,java,8,11
2012,44069,ajax,java,8,12
2012,25439,hibernate,java,1,13
2012,25137,html5,java,5,14
2012,23595,bash,java,4,15
2012,23139,android-layout,java,1,16
2012,22287,asp.net-mvc,java,24,17
2012,20930,git,java,2,18
2012,20262,django,java,10,19
2012,14941,excel,java,6,20
2012,1654,angularjs,java,8,21
2013,504783,android,java,1,1
2013,370780,c#,java,14,2
2013,288623,c++,java,1,3
2013,214371,html,java,6,4
2013,156450,c,java,3,5
2013,133456,css,java,14,6
2013,102373,ios,java,8,7
2013,76511,asp.net,java,22,8
2013,75269,.net,java,16,9
2013,64652,eclipse,java,1,10
2013,58079,ajax,java,8,11
2013,35154,html5,java,5,12
2013,34861,iphone,java,7,13
2013,32614,bash,java,4,14
2013,31599,hibernate,java,1,15
2013,29297,asp.net-mvc,java,24,16
2013,25675,excel,java,5,17
2013,25409,git,java,3,18
2013,25273,android-layout,java,1,19
2013,24356,django,java,10,20
2013,21048,angularjs,java,9,21
2014,553382,android,java,1,1
2014,317138,c#,java,13,2
2014,271014,c++,java,3,3
2014,232877,html,java,8,4
2014,156503,c,java,3,5
2014,145808,css,java,13,6
2014,107664,ios,java,9,7
2014,81413,eclipse,java,1,8
2014,59277,angularjs,java,9,9
2014,57278,asp.net,java,21,10
2014,55533,.net,java,16,11
2014,54001,ajax,java,9,12
2014,43857,bash,java,4,13
2014,37415,hibernate,java,1,14
2014,30993,html5,java,6,15
2014,29636,asp.net-mvc,java,23,16
2014,28071,excel,java,8,17
2014,26700,android-layout,java,1,18
2014,26173,git,java,2,19
2014,21823,django,java,10,20
2014,16750,iphone,java,6,21
2015,541583,android,java,1,1
2015,303033,c#,java,12,2
2015,252241,c++,java,3,3
2015,223721,html,java,8,4
2015,164372,c,java,3,5
2015,135377,css,java,11,6
2015,103033,ios,java,9,7
2015,102536,angularjs,java,9,8
2015,56970,eclipse,java,1,9
2015,53731,ajax,java,10,10
2015,49510,asp.net,java,19,11
2015,47608,.net,java,15,12
2015,43437,bash,java,4,13
2015,37518,hibernate,java,1,14
2015,34976,excel,java,11,15
2015,29940,asp.net-mvc,java,23,16
2015,29472,html5,java,6,17
2015,28955,git,java,3,18
2015,26143,android-layout,java,1,19
2015,23104,django,java,13,20
2015,12223,iphone,java,6,21
2016,544845,android,java,1,1
2016,270135,c#,java,13,2
2016,219181,c++,java,5,3
2016,207261,html,java,8,4
2016,139780,c,java,4,5
2016,120881,css,java,11,6
2016,101598,angularjs,java,9,7
2016,88121,ios,java,9,8
2016,47738,ajax,java,10,9
2016,40811,eclipse,java,1,10
2016,40509,bash,java,8,11
2016,39847,excel,java,10,12
2016,39305,asp.net,java,19,13
2016,38048,.net,java,15,14
2016,36326,hibernate,java,1,15
2016,30930,git,java,3,16
2016,27241,android-layout,java,1,17
2016,26536,asp.net-mvc,java,26,18
2016,23890,django,java,13,19
2016,22675,html5,java,6,20
2016,8412,iphone,java,6,21
2017,450835,android,java,1,1
2017,232525,c#,java,13,2
2017,181300,c++,java,7,3
2017,172464,html,java,9,4
2017,126847,c,java,5,5
2017,94655,css,java,12,6
2017,65820,ios,java,9,7
2017,60185,angularjs,java,10,8
2017,41300,ajax,java,11,9
2017,40690,excel,java,10,10
2017,36453,bash,java,9,11
2017,34430,hibernate,java,1,12
2017,34164,asp.net,java,19,13
2017,32745,eclipse,java,1,14
2017,31255,.net,java,16,15
2017,28946,git,java,3,16
2017,23507,django,java,12,17
2017,21823,asp.net-mvc,java,25,18
2017,20909,android-layout,java,1,19
2017,17758,html5,java,6,20
2017,5383,iphone,java,6,21
2008,6551,java,java-ee,9,1
2009,51584,java,java-ee,9,1
2010,98294,java,java-ee,11,1
2011,182544,java,java-ee,10,1
2012,288427,java,java-ee,7,1
2013,353919,java,java-ee,10,1
2014,351360,java,java-ee,13,1
2015,282430,java,java-ee,16,1
2016,193412,java,java-ee,21,1
2017,178140,java,java-ee,23,1
2008,18378,c#,javascript,8,1
2008,13739,.net,javascript,10,2
2008,10374,java,javascript,1,3
2008,10354,asp.net,javascript,2,4
2008,7149,c++,javascript,8,5
2008,5932,html,javascript,1,6
2008,4209,css,javascript,2,7
2008,3101,c,javascript,10,8
2008,2322,asp.net-mvc,javascript,2,9
2008,2053,ajax,javascript,1,10
2008,948,eclipse,javascript,2,11
2008,880,apache,javascript,2,12
2008,835,iphone,javascript,4,13
2008,706,excel,javascript,5,14
2008,689,django,javascript,2,15
2008,575,bash,javascript,11,16
2008,456,git,javascript,4,17
2008,209,entity-framework,javascript,4,18
2008,179,google-chrome,javascript,1,19
2008,140,ios,javascript,5,20
2008,76,codeigniter,javascript,4,21
2008,73,facebook,javascript,1,22
2008,67,android,javascript,4,23
2008,50,html5,javascript,1,24
2008,34,css3,javascript,2,25
2009,130478,c#,javascript,6,1
2009,70616,java,javascript,1,2
2009,62941,.net,javascript,8,3
2009,58614,asp.net,javascript,2,4
2009,42310,c++,javascript,10,5
2009,38250,html,javascript,1,6
2009,28010,css,javascript,2,7
2009,22687,c,javascript,10,8
2009,20890,asp.net-mvc,javascript,3,9
2009,17440,iphone,javascript,4,10
2009,13931,ajax,javascript,1,11
2009,8961,django,javascript,2,12
2009,5122,eclipse,javascript,2,13
2009,4643,apache,javascript,2,14
2009,3826,git,javascript,4,15
2009,3651,excel,javascript,4,16
2009,3467,bash,javascript,10,17
2009,2765,entity-framework,javascript,4,18
2009,2222,android,javascript,10,19
2009,1548,facebook,javascript,1,20
2009,1307,codeigniter,javascript,3,21
2009,927,google-chrome,javascript,1,22
2009,764,ios,javascript,5,23
2009,754,html5,javascript,1,24
2009,287,css3,javascript,2,25
2009,2,angularjs,javascript,1,26
2010,206497,c#,javascript,3,1
2010,147571,java,javascript,1,2
2010,82216,asp.net,javascript,2,3
2010,81897,c++,javascript,13,4
2010,80639,html,javascript,1,5
2010,79048,.net,javascript,6,6
2010,58773,css,javascript,2,7
2010,47438,c,javascript,11,8
2010,45988,iphone,javascript,4,9
2010,30210,android,javascript,9,10
2010,29446,asp.net-mvc,javascript,3,11
2010,27293,ajax,javascript,1,12
2010,18237,django,javascript,2,13
2010,9931,eclipse,javascript,2,14
2010,8370,apache,javascript,2,15
2010,8070,git,javascript,2,16
2010,7562,bash,javascript,8,17
2010,6839,facebook,javascript,1,18
2010,6620,html5,javascript,1,19
2010,5775,entity-framework,javascript,4,20
2010,5376,codeigniter,javascript,4,21
2010,5120,excel,javascript,1,22
2010,4489,google-chrome,javascript,1,23
2010,4472,ios,javascript,6,24
2010,2053,css3,javascript,1,25
2011,335535,c#,javascript,2,1
2011,265148,java,javascript,1,2
2011,171623,html,javascript,1,3
2011,133488,c++,javascript,12,4
2011,131873,asp.net,javascript,2,5
2011,128580,css,javascript,2,6
2011,111698,android,javascript,8,7
2011,110599,.net,javascript,5,8
2011,75810,iphone,javascript,4,9
2011,68885,c,javascript,9,10
2011,53872,ajax,javascript,2,11
2011,43755,ios,javascript,6,12
2011,35819,asp.net-mvc,javascript,4,13
2011,28712,django,javascript,2,14
2011,23354,facebook,javascript,1,15
2011,22954,html5,javascript,1,16
2011,18253,eclipse,javascript,2,17
2011,15587,git,javascript,1,18
2011,14723,codeigniter,javascript,3,19
2011,14333,apache,javascript,2,20
2011,13815,entity-framework,javascript,4,21
2011,12003,google-chrome,javascript,1,22
2011,11890,bash,javascript,10,23
2011,10696,css3,javascript,1,24
2011,9636,excel,javascript,2,25
2011,30,angularjs,javascript,1,26
2012,400755,c#,javascript,2,1
2012,393762,java,javascript,1,2
2012,271059,html,javascript,1,3
2012,199652,css,javascript,2,4
2012,187989,android,javascript,9,5
2012,155872,c++,javascript,12,6
2012,141447,asp.net,javascript,2,7
2012,101376,.net,javascript,5,8
2012,97567,ios,javascript,6,9
2012,87042,c,javascript,10,10
2012,80113,ajax,javascript,2,11
2012,62257,iphone,javascript,4,12
2012,48276,html5,javascript,1,13
2012,46814,asp.net-mvc,javascript,4,14
2012,38342,django,javascript,2,15
2012,33087,facebook,javascript,1,16
2012,28727,eclipse,javascript,2,17
2012,25692,css3,javascript,2,18
2012,24957,codeigniter,javascript,4,19
2012,21862,git,javascript,1,20
2012,20876,apache,javascript,2,21
2012,20275,entity-framework,javascript,4,22
2012,19421,google-chrome,javascript,1,23
2012,18942,bash,javascript,14,24
2012,15645,excel,javascript,5,25
2012,4211,angularjs,javascript,1,26
2013,521942,java,javascript,1,1
2013,475257,c#,javascript,1,2
2013,425260,html,javascript,1,3
2013,304128,css,javascript,2,4
2013,244905,android,javascript,9,5
2013,192118,c++,javascript,12,6
2013,152221,asp.net,javascript,2,7
2013,112818,c,javascript,9,8
2013,111899,ios,javascript,6,9
2013,111715,ajax,javascript,2,10
2013,93583,.net,javascript,4,11
2013,74918,html5,javascript,1,12
2013,69089,asp.net-mvc,javascript,3,13
2013,56667,angularjs,javascript,1,14
2013,48822,django,javascript,2,15
2013,48265,css3,javascript,2,16
2013,39981,iphone,javascript,4,17
2013,34181,eclipse,javascript,2,18
2013,32292,codeigniter,javascript,4,19
2013,29045,bash,javascript,9,20
2013,28878,excel,javascript,3,21
2013,26658,entity-framework,javascript,3,22
2013,25864,git,javascript,2,23
2013,25706,google-chrome,javascript,1,24
2013,25119,apache,javascript,2,25
2013,22400,facebook,javascript,1,26
2014,555592,java,javascript,1,1
2014,514347,html,javascript,1,2
2014,428289,c#,javascript,1,3
2014,358206,css,javascript,2,4
2014,256541,android,javascript,10,5
2014,189960,c++,javascript,12,6
2014,157662,angularjs,javascript,1,7
2014,132499,ios,javascript,7,8
2014,126896,asp.net,javascript,2,9
2014,120465,ajax,javascript,1,10
2014,110806,c,javascript,10,11
2014,78971,asp.net-mvc,javascript,2,12
2014,74355,html5,javascript,1,13
2014,71467,.net,javascript,3,14
2014,50709,css3,javascript,2,15
2014,47192,django,javascript,2,16
2014,41089,eclipse,javascript,3,17
2014,37618,bash,javascript,10,18
2014,33200,excel,javascript,3,19
2014,30017,apache,javascript,2,20
2014,28031,entity-framework,javascript,3,21
2014,27964,git,javascript,1,22
2014,27755,google-chrome,javascript,1,23
2014,26178,codeigniter,javascript,3,24
2014,22795,facebook,javascript,1,25
2014,21279,iphone,javascript,4,26
2014,12,angular,javascript,1,27
2015,523958,java,javascript,1,1
2015,507559,html,javascript,1,2
2015,422458,c#,javascript,1,3
2015,346731,css,javascript,2,4
2015,253538,angularjs,javascript,1,5
2015,250639,android,javascript,11,6
2015,174225,c++,javascript,10,7
2015,131080,ios,javascript,7,8
2015,119245,ajax,javascript,1,9
2015,114609,c,javascript,13,10
2015,109207,asp.net,javascript,2,11
2015,83728,asp.net-mvc,javascript,2,12
2015,68858,html5,javascript,1,13
2015,61482,.net,javascript,3,14
2015,53782,django,javascript,2,15
2015,47916,css3,javascript,2,16
2015,44814,excel,javascript,3,17
2015,37251,bash,javascript,11,18
2015,31764,git,javascript,1,19
2015,31637,codeigniter,javascript,3,20
2015,29287,entity-framework,javascript,3,21
2015,28784,eclipse,javascript,2,22
2015,27598,google-chrome,javascript,1,23
2015,27426,apache,javascript,2,24
2015,20459,facebook,javascript,1,25
2015,16283,iphone,javascript,4,26
2015,3148,angular,javascript,1,27
2016,495901,html,javascript,1,1
2016,450173,java,javascript,1,2
2016,397797,c#,javascript,1,3
2016,325907,css,javascript,2,4
2016,252405,angularjs,javascript,1,5
2016,243095,android,javascript,10,6
2016,152298,c++,javascript,12,7
2016,116048,ios,javascript,6,8
2016,114403,ajax,javascript,1,9
2016,109989,c,javascript,12,10
2016,94327,asp.net,javascript,2,11
2016,80305,asp.net-mvc,javascript,2,12
2016,78463,angular,javascript,1,13
2016,57142,django,javascript,2,14
2016,56575,html5,javascript,1,15
2016,53725,.net,javascript,4,16
2016,45516,css3,javascript,2,17
2016,44520,excel,javascript,6,18
2016,40278,bash,javascript,9,19
2016,33707,codeigniter,javascript,2,20
2016,31638,git,javascript,2,21
2016,29379,entity-framework,javascript,3,22
2016,25926,google-chrome,javascript,1,23
2016,23805,apache,javascript,2,24
2016,20366,eclipse,javascript,2,25
2016,15268,facebook,javascript,1,26
2016,11269,iphone,javascript,3,27
2017,444129,html,javascript,1,1
2017,396184,java,javascript,1,2
2017,351881,c#,javascript,1,3
2017,289303,css,javascript,2,4
2017,205298,android,javascript,9,5
2017,171338,angular,javascript,1,6
2017,145668,angularjs,javascript,1,7
2017,131028,c++,javascript,12,8
2017,101667,ajax,javascript,1,9
2017,96531,c,javascript,13,10
2017,93044,ios,javascript,5,11
2017,76456,asp.net,javascript,2,12
2017,66706,asp.net-mvc,javascript,2,13
2017,59691,django,javascript,2,14
2017,49952,excel,javascript,5,15
2017,47112,html5,javascript,1,16
2017,45783,.net,javascript,4,17
2017,41225,css3,javascript,2,18
2017,33318,bash,javascript,13,19
2017,32208,git,javascript,2,20
2017,29854,codeigniter,javascript,2,21
2017,24112,google-chrome,javascript,1,22
2017,23173,entity-framework,javascript,3,23
2017,21102,apache,javascript,2,24
2017,16282,eclipse,javascript,2,25
2017,14170,facebook,javascript,1,26
2017,8471,iphone,javascript,3,27
2008,5415,java,jdbc,14,1
2009,47701,java,jdbc,10,1
2010,94795,java,jdbc,13,1
2011,174576,java,jdbc,14,1
2012,263008,java,jdbc,13,1
2013,345243,java,jdbc,11,1
2014,353432,java,jdbc,12,1
2015,323615,java,jdbc,10,1
2016,270701,java,jdbc,9,1
2017,239997,java,jdbc,10,1
2008,2701,java,jpa,22,1
2008,300,hibernate,jpa,4,2
2009,31101,java,jpa,21,1
2009,3033,hibernate,jpa,4,2
2010,73623,java,jpa,19,1
2010,7153,hibernate,jpa,4,2
2011,123458,java,jpa,21,1
2011,11412,hibernate,jpa,4,2
2012,170273,java,jpa,23,1
2012,15536,hibernate,jpa,4,2
2013,261401,java,jpa,20,1
2013,19773,hibernate,jpa,4,2
2014,278464,java,jpa,20,1
2014,24188,hibernate,jpa,3,2
2015,259154,java,jpa,19,1
2015,24647,hibernate,jpa,3,2
2016,214559,java,jpa,19,1
2016,23059,hibernate,jpa,3,2
2017,204312,java,jpa,17,1
2017,22552,hibernate,jpa,3,2
2008,9015,c#,jquery,22,1
2008,7286,javascript,jquery,1,2
2008,6706,.net,jquery,26,3
2008,6013,asp.net,jquery,14,4
2008,3360,html,jquery,6,5
2008,3359,java,jquery,20,6
2008,2587,css,jquery,4,7
2008,1884,asp.net-mvc,jquery,5,8
2008,1666,c++,jquery,26,9
2008,1380,ajax,jquery,5,10
2008,855,c,jquery,25,11
2008,417,apache,jquery,5,12
2008,345,django,jquery,8,13
2008,231,iphone,jquery,10,14
2008,115,entity-framework,jquery,5,15
2008,46,codeigniter,jquery,6,16
2008,39,ios,jquery,17,17
2008,28,android,jquery,17,18
2008,26,html5,jquery,4,19
2008,20,css3,jquery,4,20
2009,95362,c#,jquery,16,1
2009,65513,javascript,jquery,1,2
2009,48375,asp.net,jquery,7,3
2009,45670,.net,jquery,20,4
2009,42101,java,jquery,18,5
2009,32498,html,jquery,3,6
2009,25082,css,jquery,3,7
2009,21762,c++,jquery,23,8
2009,21097,asp.net-mvc,jquery,2,9
2009,12802,ajax,jquery,2,10
2009,11655,c,jquery,23,11
2009,8018,django,jquery,4,12
2009,7860,iphone,jquery,10,13
2009,3732,apache,jquery,5,14
2009,2489,entity-framework,jquery,5,15
2009,1470,android,jquery,16,16
2009,1243,codeigniter,jquery,4,17
2009,632,html5,jquery,3,18
2009,342,ios,jquery,15,19
2009,257,css3,jquery,3,20
2010,163908,c#,jquery,15,1
2010,153029,javascript,jquery,1,2
2010,99390,java,jquery,10,3
2010,73103,html,jquery,2,4
2010,72903,asp.net,jquery,4,5
2010,62765,.net,jquery,18,6
2010,55757,css,jquery,3,7
2010,45379,c++,jquery,27,8
2010,30401,asp.net-mvc,jquery,2,9
2010,27829,c,jquery,26,10
2010,26657,ajax,jquery,2,11
2010,26570,iphone,jquery,10,12
2010,16806,django,jquery,3,13
2010,15962,android,jquery,22,14
2010,7392,apache,jquery,5,15
2010,5611,codeigniter,jquery,2,16
2010,5575,html5,jquery,2,17
2010,5463,entity-framework,jquery,5,18
2010,2621,ios,jquery,13,19
2010,1953,css3,jquery,3,20
2011,348615,javascript,jquery,1,1
2011,272398,c#,jquery,14,2
2011,191782,java,jquery,7,3
2011,159172,html,jquery,2,4
2011,124140,css,jquery,3,5
2011,120856,asp.net,jquery,3,6
2011,88245,.net,jquery,17,7
2011,81345,c++,jquery,26,8
2011,62868,android,jquery,19,9
2011,54027,ajax,jquery,1,10
2011,42723,iphone,jquery,10,11
2011,39722,c,jquery,29,12
2011,37103,asp.net-mvc,jquery,3,13
2011,27815,django,jquery,3,14
2011,25877,ios,jquery,12,15
2011,20102,html5,jquery,2,16
2011,14649,codeigniter,jquery,4,17
2011,14075,entity-framework,jquery,3,18
2011,12711,apache,jquery,5,19
2011,10387,css3,jquery,3,20
2011,17,angularjs,jquery,2,21
2012,537734,javascript,jquery,1,1
2012,329475,c#,jquery,13,2
2012,277899,java,jquery,8,3
2012,253362,html,jquery,2,4
2012,193482,css,jquery,3,5
2012,131266,asp.net,jquery,3,6
2012,116062,android,jquery,19,7
2012,90331,c++,jquery,26,8
2012,81784,.net,jquery,17,9
2012,81005,ajax,jquery,1,10
2012,55922,ios,jquery,12,11
2012,51274,c,jquery,29,12
2012,47783,asp.net-mvc,jquery,3,13
2012,42807,html5,jquery,2,14
2012,36095,django,jquery,3,15
2012,34695,iphone,jquery,10,16
2012,25216,codeigniter,jquery,2,17
2012,24990,css3,jquery,3,18
2012,20442,entity-framework,jquery,3,19
2012,18635,apache,jquery,5,20
2012,3439,angularjs,jquery,2,21
2013,780174,javascript,jquery,1,1
2013,398528,html,jquery,2,2
2013,391725,c#,jquery,12,3
2013,364484,java,jquery,7,4
2013,295104,css,jquery,3,5
2013,142242,android,jquery,19,6
2013,139445,asp.net,jquery,3,7
2013,112892,ajax,jquery,1,8
2013,93635,c++,jquery,30,9
2013,74299,.net,jquery,18,10
2013,69227,asp.net-mvc,jquery,2,11
2013,67326,html5,jquery,2,12
2013,63126,c,jquery,30,13
2013,56568,ios,jquery,13,14
2013,47015,css3,jquery,3,15
2013,45561,angularjs,jquery,2,16
2013,44299,django,jquery,3,17
2013,32944,codeigniter,jquery,2,18
2013,25558,entity-framework,jquery,4,19
2013,22508,apache,jquery,5,20
2013,20887,iphone,jquery,10,21
2014,893284,javascript,jquery,1,1
2014,476778,html,jquery,2,2
2014,375652,java,jquery,9,3
2014,348805,c#,jquery,11,4
2014,341905,css,jquery,3,5
2014,153831,android,jquery,18,6
2014,121843,angularjs,jquery,2,7
2014,120418,ajax,jquery,2,8
2014,115597,asp.net,jquery,3,9
2014,92513,c++,jquery,30,10
2014,77105,asp.net-mvc,jquery,3,11
2014,64959,html5,jquery,2,12
2014,58440,ios,jquery,13,13
2014,54565,.net,jquery,17,14
2014,54024,c,jquery,32,15
2014,48493,css3,jquery,3,16
2014,39400,django,jquery,4,17
2014,26167,codeigniter,jquery,4,18
2014,26129,entity-framework,jquery,4,19
2014,25549,apache,jquery,5,20
2014,9408,iphone,jquery,10,21
2014,9,angular,jquery,6,22
2015,936025,javascript,jquery,1,1
2015,462212,html,jquery,2,2
2015,342328,java,jquery,8,3
2015,328694,c#,jquery,9,4
2015,324635,css,jquery,3,5
2015,192871,angularjs,jquery,3,6
2015,132315,android,jquery,20,7
2015,118440,ajax,jquery,2,8
2015,96265,asp.net,jquery,3,9
2015,79120,asp.net-mvc,jquery,3,10
2015,75329,c++,jquery,31,11
2015,59512,ios,jquery,13,12
2015,59018,c,jquery,30,13
2015,58846,html5,jquery,2,14
2015,46284,.net,jquery,16,15
2015,45124,css3,jquery,3,16
2015,44601,django,jquery,4,17
2015,31236,codeigniter,jquery,4,18
2015,24905,entity-framework,jquery,4,19
2015,22872,apache,jquery,5,20
2015,7764,iphone,jquery,9,21
2015,2015,angular,jquery,5,22
2016,937463,javascript,jquery,1,1
2016,440785,html,jquery,2,2
2016,296620,css,jquery,3,3
2016,289149,c#,jquery,10,4
2016,269995,java,jquery,10,5
2016,182821,angularjs,jquery,3,6
2016,115037,android,jquery,22,7
2016,112455,ajax,jquery,2,8
2016,80580,asp.net,jquery,4,9
2016,74635,asp.net-mvc,jquery,3,10
2016,59042,c++,jquery,32,11
2016,52524,angular,jquery,7,12
2016,46896,html5,jquery,2,13
2016,46488,c,jquery,32,14
2016,45326,django,jquery,5,15
2016,45105,ios,jquery,16,16
2016,41734,css3,jquery,3,17
2016,37462,.net,jquery,17,18
2016,32812,codeigniter,jquery,4,19
2016,23506,entity-framework,jquery,5,20
2016,19166,apache,jquery,5,21
2016,5082,iphone,jquery,9,22
2017,832058,javascript,jquery,1,1
2017,382914,html,jquery,2,2
2017,255683,css,jquery,3,3
2017,252853,c#,jquery,11,4
2017,240770,java,jquery,9,5
2017,111680,angular,jquery,7,6
2017,103822,angularjs,jquery,3,7
2017,99975,android,jquery,20,8
2017,99352,ajax,jquery,2,9
2017,64882,asp.net,jquery,4,10
2017,61953,asp.net-mvc,jquery,3,11
2017,47581,django,jquery,6,12
2017,40343,c++,jquery,32,13
2017,38090,html5,jquery,2,14
2017,36893,css3,jquery,3,15
2017,32401,c,jquery,32,16
2017,30685,.net,jquery,17,17
2017,28931,ios,jquery,16,18
2017,28882,codeigniter,jquery,4,19
2017,20174,entity-framework,jquery,5,20
2017,15863,apache,jquery,5,21
2017,3111,iphone,jquery,10,22
2008,900,javascript,jquery-ui,21,1
2008,618,jquery,jquery-ui,13,2
2008,387,html,jquery-ui,24,3
2008,293,css,jquery-ui,26,4
2008,190,asp.net-mvc,jquery-ui,23,5
2008,174,ajax,jquery-ui,23,6
2009,25512,jquery,jquery-ui,5,1
2009,25412,javascript,jquery-ui,13,2
2009,11197,html,jquery-ui,19,3
2009,9120,css,jquery-ui,18,4
2009,6794,asp.net-mvc,jquery-ui,22,5
2009,4667,ajax,jquery-ui,19,6
2010,86746,jquery,jquery-ui,3,1
2010,80944,javascript,jquery-ui,5,2
2010,37369,html,jquery-ui,10,3
2010,29685,css,jquery-ui,10,4
2010,14489,asp.net-mvc,jquery-ui,20,5
2010,12743,ajax,jquery-ui,12,6
2011,198419,jquery,jquery-ui,3,1
2011,194018,javascript,jquery-ui,5,2
2011,84957,html,jquery-ui,9,3
2011,69768,css,jquery-ui,9,4
2011,26704,ajax,jquery-ui,11,5
2011,18290,asp.net-mvc,jquery-ui,21,6
2011,4,angularjs,jquery-ui,21,7
2012,299657,javascript,jquery-ui,4,1
2012,296117,jquery,jquery-ui,3,2
2012,133805,html,jquery-ui,8,3
2012,104966,css,jquery-ui,9,4
2012,39701,ajax,jquery-ui,11,5
2012,24568,asp.net-mvc,jquery-ui,20,6
2012,1689,angularjs,jquery-ui,7,7
2013,378943,javascript,jquery-ui,5,1
2013,351692,jquery,jquery-ui,3,2
2013,189012,html,jquery-ui,10,3
2013,141953,css,jquery-ui,12,4
2013,49491,ajax,jquery-ui,12,5
2013,28112,asp.net-mvc,jquery-ui,25,6
2013,17667,angularjs,jquery-ui,14,7
2014,342945,javascript,jquery-ui,7,1
2014,275154,jquery,jquery-ui,5,2
2014,181085,html,jquery-ui,10,3
2014,131382,css,jquery-ui,14,4
2014,40880,ajax,jquery-ui,17,5
2014,34425,angularjs,jquery-ui,22,6
2014,26459,asp.net-mvc,jquery-ui,28,7
2015,318275,javascript,jquery-ui,8,1
2015,218993,jquery,jquery-ui,5,2
2015,155363,html,jquery-ui,11,3
2015,110539,css,jquery-ui,15,4
2015,47439,angularjs,jquery-ui,29,5
2015,36570,ajax,jquery-ui,21,6
2015,25883,asp.net-mvc,jquery-ui,30,7
2016,288242,javascript,jquery-ui,12,1
2016,172251,jquery,jquery-ui,6,2
2016,130960,html,jquery-ui,12,3
2016,87565,css,jquery-ui,16,4
2016,42244,angularjs,jquery-ui,29,5
2016,30938,ajax,jquery-ui,24,6
2016,22910,asp.net-mvc,jquery-ui,28,7
2017,226728,javascript,jquery-ui,13,1
2017,129095,jquery,jquery-ui,7,2
2017,104772,html,jquery-ui,15,3
2017,74291,css,jquery-ui,17,4
2017,24771,ajax,jquery-ui,25,5
2017,18185,asp.net-mvc,jquery-ui,30,6
2017,16113,angularjs,jquery-ui,31,7
2008,2248,java,jsf,23,1
2009,22074,java,jsf,24,1
2010,53062,java,jsf,27,1
2011,111378,java,jsf,26,1
2012,145419,java,jsf,27,1
2013,193657,java,jsf,26,1
2014,176113,java,jsf,27,1
2015,105744,java,jsf,32,1
2016,94064,java,jsf,31,1
2017,82405,java,jsf,31,1
2008,6134,java,jsp,11,1
2008,1681,javascript,jsp,16,2
2008,1015,html,jsp,18,3
2008,654,css,jsp,20,4
2008,396,jquery,jsp,17,5
2008,304,ajax,jsp,19,6
2009,47267,java,jsp,11,1
2009,15989,javascript,jsp,19,2
2009,9435,jquery,jsp,21,3
2009,8676,html,jsp,22,4
2009,5589,css,jsp,26,5
2009,2747,ajax,jsp,24,6
2010,94090,java,jsp,14,1
2010,49937,javascript,jsp,15,2
2010,40554,jquery,jsp,14,3
2010,22909,html,jsp,21,4
2010,14953,css,jsp,28,5
2010,6918,ajax,jsp,27,6
2011,178678,java,jsp,13,1
2011,106550,javascript,jsp,15,2
2011,82318,jquery,jsp,14,3
2011,44555,html,jsp,20,4
2011,29119,css,jsp,28,5
2011,13589,ajax,jsp,28,6
2012,269066,java,jsp,12,1
2012,181757,javascript,jsp,11,2
2012,149636,jquery,jsp,9,3
2012,79578,html,jsp,17,4
2012,52364,css,jsp,22,5
2012,23243,ajax,jsp,26,6
2013,358497,java,jsp,8,1
2013,248173,javascript,jsp,11,2
2013,204917,jquery,jsp,9,3
2013,113488,html,jsp,16,4
2013,71546,css,jsp,20,5
2013,32286,ajax,jsp,26,6
2014,376663,java,jsp,8,1
2014,258292,javascript,jsp,10,2
2014,186522,jquery,jsp,8,3
2014,128437,html,jsp,15,4
2014,78774,css,jsp,20,5
2014,31219,ajax,jsp,27,6
2015,320493,java,jsp,11,1
2015,232671,javascript,jsp,13,2
2015,144536,jquery,jsp,11,3
2015,110190,html,jsp,17,4
2015,70192,css,jsp,20,5
2015,28150,ajax,jsp,29,6
2016,258003,java,jsp,13,1
2016,222786,javascript,jsp,16,2
2016,117935,jquery,jsp,12,3
2016,93262,html,jsp,19,4
2016,56141,css,jsp,21,5
2016,22871,ajax,jsp,31,6
2017,208882,java,jsp,15,1
2017,197091,javascript,jsp,16,2
2017,87732,jquery,jsp,12,3
2017,83073,html,jsp,18,4
2017,49986,css,jsp,22,5
2017,20539,ajax,jsp,29,6
2011,596,javascript,laravel,30,1
2011,472,html,laravel,32,2
2011,337,jquery,laravel,32,3
2012,15440,javascript,laravel,31,1
2012,11406,jquery,laravel,32,2
2012,9383,html,laravel,32,3
2013,78784,javascript,laravel,31,1
2013,63594,jquery,laravel,32,2
2013,42049,html,laravel,32,3
2014,143375,javascript,laravel,22,1
2014,104737,jquery,laravel,16,2
2014,76137,html,laravel,26,3
2015,204922,javascript,laravel,17,1
2015,126190,jquery,laravel,12,2
2015,100409,html,laravel,18,3
2016,249668,javascript,laravel,14,1
2016,135540,jquery,laravel,9,2
2016,111026,html,laravel,15,3
2017,258919,javascript,laravel,12,1
2017,127307,jquery,laravel,8,2
2017,120602,html,laravel,11,3
2008,15487,c#,linq,11,1
2008,11213,.net,linq,13,2
2008,6158,asp.net,linq,13,3
2008,2276,javascript,linq,15,4
2008,1674,asp.net-mvc,linq,7,5
2008,722,jquery,linq,12,6
2008,279,entity-framework,linq,1,7
