"year","count","tag1","tag2","rank1","rank2"
2016,96659,.net,c#,1,5
2016,92764,angularjs,c#,10,6
2016,47562,ajax,c#,11,7
2016,26511,bash,c#,22,8
2016,17663,asp.net-mvc-4,c#,1,9
2017,147590,android,c#,16,1
2017,105356,c,c#,9,2
2017,102543,asp.net,c#,1,3
2017,84253,.net,c#,1,4
2017,83090,asp.net-mvc,c#,1,5
2017,56804,angularjs,c#,11,6
2017,40340,ajax,c#,12,7
2017,17343,bash,c#,23,8
2017,11014,asp.net-mvc-4,c#,1,9
2008,3528,c#,c#-4.0,28,1
2008,2347,.net,c#-4.0,30,2
2008,906,asp.net,c#-4.0,26,3
2008,187,asp.net-mvc,c#-4.0,24,4
2009,37924,c#,c#-4.0,30,1
2009,18361,.net,c#-4.0,31,2
2009,8118,asp.net,c#-4.0,27,3
2009,3508,asp.net-mvc,c#-4.0,25,4
2010,138293,c#,c#-4.0,19,1
2010,52990,.net,c#-4.0,23,2
2010,33071,asp.net,c#-4.0,25,3
2010,12937,asp.net-mvc,c#-4.0,24,4
2011,280538,c#,c#-4.0,13,1
2011,93762,.net,c#-4.0,15,2
2011,78922,asp.net,c#-4.0,18,3
2011,22579,asp.net-mvc,c#-4.0,13,4
2012,358862,c#,c#-4.0,7,1
2012,92548,asp.net,c#-4.0,12,2
2012,92335,.net,c#-4.0,9,3
2012,30198,asp.net-mvc,c#-4.0,13,4
2013,393408,c#,c#-4.0,11,1
2013,90645,asp.net,c#-4.0,12,2
2013,77178,.net,c#-4.0,14,3
2013,38511,asp.net-mvc,c#-4.0,12,4
2014,308486,c#,c#-4.0,15,1
2014,62987,asp.net,c#-4.0,17,2
2014,53261,.net,c#-4.0,18,3
2014,37495,asp.net-mvc,c#-4.0,17,4
2015,264233,c#,c#-4.0,15,1
2015,46292,asp.net,c#-4.0,21,2
2015,40741,.net,c#-4.0,18,3
2015,35137,asp.net-mvc,c#-4.0,19,4
2016,239066,c#,c#-4.0,15,1
2016,38562,asp.net,c#-4.0,20,2
2016,34507,.net,c#-4.0,18,3
2016,33163,asp.net-mvc,c#-4.0,20,4
2017,216273,c#,c#-4.0,15,1
2017,31924,asp.net,c#-4.0,20,2
2017,29477,asp.net-mvc,c#-4.0,15,3
2017,28299,.net,c#-4.0,18,4
2008,18989,c#,c++,7,1
2008,13970,.net,c++,9,2
2008,6646,c,c++,1,3
2008,5639,asp.net,c++,16,4
2008,733,bash,c++,5,5
2008,75,android,c++,3,6
2009,121872,c#,c++,10,1
2009,58669,.net,c++,12,2
2009,38090,c,c++,1,3
2009,30653,asp.net,c++,19,4
2009,3816,bash,c++,7,5
2009,2446,android,c++,5,6
2010,177187,c#,c++,13,1
2010,78154,c,c++,1,2
2010,69351,.net,c++,16,3
2010,37978,asp.net,c++,24,4
2010,23608,android,c++,15,5
2010,8105,bash,c++,6,6
2011,252311,c#,c++,17,1
2011,106753,c,c++,1,2
2011,85366,.net,c++,19,3
2011,72582,android,c++,17,4
2011,54059,asp.net,c++,26,5
2011,12167,bash,c++,8,6
2012,281304,c#,c++,20,1
2012,142989,c,c++,1,2
2012,110919,android,c++,20,3
2012,75615,.net,c++,20,4
2012,50077,asp.net,c++,30,5
2012,21163,bash,c++,7,6
2013,303509,c#,c++,20,1
2013,188712,c,c++,1,2
2013,127941,android,c++,21,3
2013,63852,.net,c++,21,4
2013,43143,asp.net,c++,32,5
2013,28944,bash,c++,10,6
2014,262099,c#,c++,21,1
2014,194241,c,c++,1,2
2014,141199,android,c++,21,3
2014,48400,.net,c++,21,4
2014,38207,bash,c++,9,5
2014,32887,asp.net,c++,32,6
2015,240188,c#,c++,20,1
2015,199408,c,c++,1,2
2015,117623,android,c++,21,3
2015,39974,bash,c++,5,4
2015,39029,.net,c++,20,5
2015,26025,asp.net,c++,32,6
2016,199592,c#,c++,21,1
2016,176402,c,c++,1,2
2016,113743,android,c++,23,3
2016,33893,bash,c++,17,4
2016,30031,.net,c++,21,5
2016,19097,asp.net,c++,31,6
2017,174538,c#,c++,21,1
2017,157607,c,c++,1,2
2017,96248,android,c++,22,3
2017,32521,bash,c++,16,4
2017,25175,.net,c++,20,5
2017,16624,asp.net,c++,29,6
2008,3713,c++,c++11,19,1
2008,972,c,c++11,23,2
2009,23865,c++,c++11,22,1
2009,7818,c,c++11,29,2
2010,75551,c++,c++11,17,1
2010,24571,c,c++11,28,2
2011,142350,c++,c++11,10,1
2011,47241,c,c++11,24,2
2012,194480,c++,c++11,7,1
2012,68492,c,c++11,23,2
2013,279921,c++,c++11,4,1
2013,98491,c,c++11,15,2
2014,291699,c++,c++11,1,1
2014,107001,c,c++11,11,2
2015,286257,c++,c++11,1,1
2015,132325,c,c++11,9,2
2016,269045,c++,c++11,1,1
2016,125320,c,c++11,7,2
2017,226481,c++,c++11,1,1
2017,103626,c,c++11,11,2
2008,2,android,canvas,26,1
2009,217,android,canvas,28,1
2010,15052,android,canvas,23,1
2011,54506,android,canvas,24,1
2012,68866,android,canvas,28,1
2013,93208,android,canvas,27,1
2014,112040,android,canvas,23,1
2015,92968,android,canvas,23,1
2016,88273,android,canvas,27,1
2017,72491,android,canvas,28,1
2008,81,ajax,codeigniter,26,1
2009,2260,ajax,codeigniter,26,1
2010,7012,ajax,codeigniter,26,1
2011,16781,ajax,codeigniter,25,1
2012,25786,ajax,codeigniter,24,1
2013,38970,ajax,codeigniter,19,1
2014,35982,ajax,codeigniter,23,1
2015,34625,ajax,codeigniter,22,1
2016,35985,ajax,codeigniter,18,1
2017,32995,ajax,codeigniter,18,1
2009,78,android,cordova,29,1
2010,5589,android,cordova,29,1
2011,46498,android,cordova,26,1
2012,122457,android,cordova,18,1
2012,475,angularjs,cordova,27,2
2013,146831,android,cordova,18,1
2013,12505,angularjs,cordova,22,2
2014,145013,android,cordova,20,1
2014,43494,angularjs,cordova,17,2
2015,138674,android,cordova,19,1
2015,82620,angularjs,cordova,13,2
2016,134992,android,cordova,19,1
2016,76985,angularjs,cordova,15,2
2017,90926,android,cordova,23,1
2017,40119,angularjs,cordova,18,2
2008,12618,c#,css,13,1
2008,9539,.net,css,16,2
2008,7612,asp.net,css,8,3
2008,4271,c++,css,18,4
2008,1532,asp.net-mvc,css,9,5
2008,1339,ajax,css,6,6
2008,63,codeigniter,css,5,7
2008,33,android,css,15,8
2009,96418,c#,css,15,1
2009,46499,asp.net,css,9,2
2009,45753,.net,css,19,3
2009,25731,c++,css,20,4
2009,16794,asp.net-mvc,css,8,5
2009,10697,ajax,css,5,6
2009,1454,android,css,17,7
2009,1094,codeigniter,css,6,8
2010,149092,c#,css,18,1
2010,63588,asp.net,css,7,2
2010,57592,.net,css,22,3
2010,49813,c++,css,26,4
2010,23200,asp.net-mvc,css,7,5
2010,20968,ajax,css,5,6
2010,19454,android,css,21,7
2010,4332,codeigniter,css,6,8
2011,231891,c#,css,20,1
2011,101888,asp.net,css,6,2
2011,75801,c++,css,27,3
2011,74891,.net,css,24,4
2011,59385,android,css,21,5
2011,42008,ajax,css,5,6
2011,27516,asp.net-mvc,css,9,7
2011,11836,codeigniter,css,6,8
2011,14,angularjs,css,6,9
2012,261273,c#,css,21,1
2012,105492,asp.net,css,6,2
2012,95933,android,css,24,3
2012,85631,c++,css,27,4
2012,65552,.net,css,24,5
2012,61485,ajax,css,5,6
2012,34278,asp.net-mvc,css,9,7
2012,20793,codeigniter,css,6,8
2012,2013,angularjs,css,4,9
2013,307503,c#,css,18,1
2013,132103,android,css,20,2
2013,112458,asp.net,css,7,3
2013,89963,c++,css,32,4
2013,84820,ajax,css,5,5
2013,58555,.net,css,23,6
2013,50147,asp.net-mvc,css,10,7
2013,37473,angularjs,css,4,8
2013,25504,codeigniter,css,6,9
2014,268712,c#,css,18,1
2014,145360,android,css,19,2
2014,105408,angularjs,css,4,3
2014,92034,asp.net,css,7,4
2014,89448,ajax,css,5,5
2014,75242,c++,css,32,6
2014,57585,asp.net-mvc,css,8,7
2014,42891,.net,css,24,8
2014,20145,codeigniter,css,6,9
2014,11,angular,css,3,10
2015,251075,c#,css,16,1
2015,172922,angularjs,css,4,2
2015,143164,android,css,18,3
2015,86105,ajax,css,5,4
2015,78830,c++,css,30,5
2015,75460,asp.net,css,7,6
2015,60093,asp.net-mvc,css,10,7
2015,34733,.net,css,24,8
2015,24848,codeigniter,css,6,9
2015,1818,angular,css,7,10
2016,215459,c#,css,19,1
2016,167173,angularjs,css,4,2
2016,115451,android,css,21,3
2016,79939,ajax,css,5,4
2016,63605,c++,css,29,5
2016,61861,asp.net,css,9,6
2016,55231,asp.net-mvc,css,10,7
2016,54587,angular,css,6,8
2016,27309,.net,css,24,9
2016,25164,codeigniter,css,6,10
2017,198152,c#,css,17,1
2017,121959,angular,css,5,2
2017,98566,android,css,21,3
2017,97164,angularjs,css,4,4
2017,69217,ajax,css,5,5
2017,61167,c++,css,29,6
2017,50738,asp.net,css,8,7
2017,46028,asp.net-mvc,css,9,8
2017,24404,.net,css,22,9
2017,21755,codeigniter,css,6,10
2008,210,css,css3,27,1
2008,42,ajax,css3,29,2
2009,4750,css,css3,29,1
2009,1194,ajax,css3,29,2
2010,24533,css,css3,18,1
2010,6367,ajax,css3,28,2
2011,76528,css,css3,8,1
2011,18766,ajax,css3,24,2
2011,3,angularjs,css3,24,3
2012,135529,css,css3,6,1
2012,33032,ajax,css3,14,2
2012,916,angularjs,css3,18,3
2013,220317,css,css3,6,1
2013,50997,ajax,css3,11,2
2013,15986,angularjs,css3,18,3
2014,248110,css,css3,6,1
2014,52669,angularjs,css3,12,2
2014,48425,ajax,css3,11,3
2015,231205,css,css3,7,1
2015,79733,angularjs,css3,14,2
2015,45953,ajax,css3,13,3
2016,214133,css,css3,6,1
2016,78296,angularjs,css3,14,2
2016,40929,ajax,css3,14,3
2017,186678,css,css3,6,1
2017,43282,angularjs,css3,17,2
2017,35783,ajax,css3,15,3
2008,5162,c#,csv,24,1
2008,1066,c++,csv,29,2
2008,703,c,csv,28,3
2008,570,css,csv,23,4
2008,237,ajax,csv,20,5
2008,164,bash,csv,20,6
2009,51111,c#,csv,27,1
2009,15180,c++,csv,28,2
2009,9320,c,csv,27,3
2009,5283,css,csv,28,4
2009,2471,ajax,csv,25,5
2009,1694,bash,csv,20,6
2010,74712,c#,csv,30,1
2010,25898,c++,csv,31,2
2010,17049,c,csv,31,3
2010,12719,css,csv,29,4
2010,6066,ajax,csv,29,5
2010,4310,bash,csv,20,6
2011,136729,c#,csv,30,1
2011,70027,c++,csv,29,2
2011,32846,c,csv,30,3
2011,25497,css,csv,31,4
2011,12332,ajax,csv,29,5
2011,7558,bash,csv,20,6
2012,140623,c#,csv,32,1
2012,62846,c++,csv,32,2
2012,41476,c,csv,32,3
2012,37055,css,csv,30,4
2012,17800,ajax,csv,31,5
2012,15906,bash,csv,17,6
2013,220093,c#,csv,27,1
2013,116280,c++,csv,26,2
2013,71302,c,csv,27,3
2013,45923,css,csv,31,4
2013,28363,ajax,csv,30,5
2013,26657,bash,csv,15,6
2014,207920,c#,csv,25,1
2014,129982,c++,csv,25,2
2014,77653,c,csv,24,3
2014,51799,css,csv,30,4
2014,36269,bash,csv,14,5
2014,29179,ajax,csv,29,6
2015,193146,c#,csv,24,1
2015,120817,c++,csv,24,2
2015,95267,c,csv,18,3
2015,50123,css,csv,28,4
2015,36297,bash,csv,14,5
2015,30903,ajax,csv,26,6
2016,186872,c#,csv,22,1
2016,114927,c++,csv,21,2
2016,84128,c,csv,21,3
2016,49733,css,csv,26,4
2016,39352,bash,csv,11,5
2016,31537,ajax,csv,23,6
2017,176169,c#,csv,20,1
2017,93753,c++,csv,21,2
2017,87125,c,csv,16,3
2017,40636,css,csv,25,4
2017,37556,bash,csv,8,5
2017,27191,ajax,csv,24,6
2008,91,bash,curl,21,1
2009,1318,bash,curl,21,1
2010,3696,bash,curl,21,1
2011,6922,bash,curl,21,1
2012,12190,bash,curl,21,1
2013,20021,bash,curl,20,1
2014,31575,bash,curl,18,1
2015,32279,bash,curl,18,1
2016,33232,bash,curl,18,1
2017,33033,bash,curl,14,1
2008,625,css,django,21,1
2009,6611,css,django,23,1
2010,16148,css,django,26,1
2011,27760,css,django,29,1
2012,36506,css,django,32,1
2013,44280,css,django,32,1
2014,41442,css,django,32,1
2015,47062,css,django,31,1
2016,55294,css,django,22,1
2017,55103,css,django,20,1
2008,3271,c++,eclipse,20,1
2008,1407,c,eclipse,20,2
2008,44,android,eclipse,14,3
2009,21514,c++,eclipse,24,1
2009,11919,c,eclipse,22,2
2009,2243,android,eclipse,8,3
2010,54287,c++,eclipse,23,1
2010,42524,android,eclipse,2,2
2010,29547,c,eclipse,24,3
2011,163458,android,eclipse,3,1
2011,108681,c++,eclipse,21,2
2011,49323,c,eclipse,22,3
2012,287510,android,eclipse,3,1
2012,145761,c++,eclipse,15,2
2012,73342,c,eclipse,17,3
2013,359441,android,eclipse,2,1
2013,187370,c++,eclipse,13,2
2013,98828,c,eclipse,14,3
2014,396354,android,eclipse,2,1
2014,183349,c++,eclipse,13,2
2014,94804,c,eclipse,17,3
2015,296201,android,eclipse,8,1
2015,157409,c++,eclipse,15,2
2015,105947,c,eclipse,16,3
2016,212410,android,eclipse,12,1
2016,130347,c++,eclipse,15,2
2016,90292,c,eclipse,15,3
2017,122305,android,eclipse,17,1
2017,108390,c++,eclipse,14,2
2017,89332,c,eclipse,15,3
2008,5028,c#,entity-framework,25,1
2008,3695,.net,entity-framework,27,2
2008,1756,asp.net,entity-framework,25,3
2008,553,asp.net-mvc,entity-framework,20,4
2009,68417,c#,entity-framework,22,1
2009,33592,.net,entity-framework,26,2
2009,22839,asp.net,entity-framework,24,3
2009,12414,asp.net-mvc,entity-framework,12,4
2010,126346,c#,entity-framework,20,1
2010,49638,.net,entity-framework,24,2
2010,40034,asp.net,entity-framework,22,3
2010,19207,asp.net-mvc,entity-framework,11,4
2011,229813,c#,entity-framework,21,1
2011,76512,.net,entity-framework,23,2
2011,71155,asp.net,entity-framework,20,3
2011,27428,asp.net-mvc,entity-framework,10,4
2012,302271,c#,entity-framework,15,1
2012,79253,asp.net,entity-framework,19,2
2012,78319,.net,entity-framework,18,3
2012,38053,asp.net-mvc,entity-framework,7,4
2013,383040,c#,entity-framework,13,1
2013,88133,asp.net,entity-framework,16,2
2013,75127,.net,entity-framework,17,3
2013,56521,asp.net-mvc,entity-framework,6,4
2014,365837,c#,entity-framework,8,1
2014,75406,asp.net,entity-framework,11,2
2014,64780,asp.net-mvc,entity-framework,6,3
2014,61114,.net,entity-framework,11,4
2015,353950,c#,entity-framework,7,1
2015,68955,asp.net-mvc,entity-framework,6,2
2015,68259,asp.net,entity-framework,8,3
2015,52410,.net,entity-framework,11,4
2016,339866,c#,entity-framework,5,1
2016,66816,asp.net-mvc,entity-framework,5,2
