"year","count","tag1","tag2","rank1","rank2"
2015,188,jquery,python,9,9
2015,186,linux,python,4,10
2015,153,go,python,6,11
2015,148,mysql,python,5,12
2015,130,os-x,python,4,13
2015,118,ios,python,29,14
2015,109,centos,python,11,15
2015,99,css,python,19,16
2015,94,git,python,9,17
2016,442,javascript,python,7,1
2016,260,php,python,3,2
2016,216,c#,python,11,3
2016,198,java,python,8,4
2016,176,ios,python,20,5
2016,160,linux,python,5,6
2016,148,html,python,7,7
2016,134,mysql,python,2,8
2016,122,c,python,3,9
2016,111,jquery,python,9,10
2016,105,c++,python,2,11
2016,93,android,python,22,12
2016,91,git,python,8,13
2016,89,css,python,9,14
2016,89,os-x,python,2,15
2016,82,centos,python,10,16
2016,72,go,python,3,17
2017,538,javascript,python,3,1
2017,254,linux,python,1,2
2017,236,java,python,2,3
2017,217,php,python,1,4
2017,195,c,python,3,5
2017,181,c++,python,1,6
2017,170,html,python,5,7
2017,159,jquery,python,3,8
2017,151,ios,python,7,9
2017,142,android,python,5,10
2017,135,c#,python,25,11
2017,134,mysql,python,2,12
2017,103,os-x,python,1,13
2017,99,centos,python,4,14
2017,89,css,python,16,15
2017,67,go,python,3,16
2017,55,git,python,7,17
2017,875,python,python3,1,1
2014,14,python,r,4,1
2014,11,php,r,9,2
2015,80,php,r,29,1
2015,52,python,r,19,2
2016,132,python,r,11,1
2016,113,php,r,22,2
2017,364,python,r,6,1
2017,70,php,r,17,2
2014,4,php,rails-activerecord,18,1
2015,111,php,rails-activerecord,24,1
2016,135,php,rails-activerecord,17,1
2017,31,php,rails-activerecord,24,1
2014,10,javascript,raspberry-pi,21,1
2014,5,python,raspberry-pi,12,2
2014,4,php,raspberry-pi,16,3
2014,2,linux,raspberry-pi,15,4
2015,208,javascript,raspberry-pi,28,1
2015,175,php,raspberry-pi,21,2
2015,124,java,raspberry-pi,31,3
2015,120,python,raspberry-pi,10,4
2015,93,linux,raspberry-pi,18,5
2016,189,javascript,raspberry-pi,23,1
2016,182,python,raspberry-pi,6,2
2016,136,linux,raspberry-pi,9,3
2016,118,php,raspberry-pi,20,4
2016,79,java,raspberry-pi,24,5
2017,342,python,raspberry-pi,11,1
2017,152,javascript,raspberry-pi,24,2
2017,143,linux,raspberry-pi,10,3
2017,76,java,raspberry-pi,29,4
2017,70,php,raspberry-pi,16,5
2015,426,ios,realm,10,1
2015,302,objective-c,realm,8,2
2016,205,ios,realm,13,1
2016,50,objective-c,realm,7,2
2017,64,ios,realm,23,1
2017,6,objective-c,realm,8,2
2015,192,php,redmine,19,1
2016,10,php,redmine,29,1
2017,25,php,redmine,26,1
2014,98,javascript,ruby,1,1
2014,38,os-x,ruby,1,2
2014,37,android,ruby,11,3
2014,28,css,ruby,5,4
2014,28,linux,ruby,1,5
2014,27,php,ruby,1,6
2014,24,ios,ruby,7,7
2014,22,git,ruby,3,8
2014,21,java,ruby,3,9
2014,19,c#,ruby,7,10
2014,16,jquery,ruby,1,11
2014,15,python,ruby,1,12
2014,11,c++,ruby,6,13
2014,11,c,ruby,7,14
2014,10,mysql,ruby,2,15
2014,6,html,ruby,6,16
2014,5,centos,ruby,2,17
2015,656,javascript,ruby,5,1
2015,477,php,ruby,1,2
2015,390,c#,ruby,11,3
2015,328,java,ruby,8,4
2015,274,c++,ruby,5,5
2015,258,android,ruby,32,6
2015,256,python,ruby,2,7
2015,246,c,ruby,4,8
2015,237,html,ruby,10,9
2015,225,jquery,ruby,5,10
2015,219,ios,ruby,26,11
2015,201,linux,ruby,2,12
2015,181,mysql,ruby,3,13
2015,131,git,ruby,2,14
2015,128,os-x,ruby,5,15
2015,127,css,ruby,9,16
2015,114,centos,ruby,8,17
2015,108,monaca,ruby,11,18
2016,447,javascript,ruby,6,1
2016,288,python,ruby,1,2
2016,271,php,ruby,2,3
2016,221,java,ruby,7,4
2016,210,c#,ruby,14,5
2016,199,ios,ruby,15,6
2016,188,linux,ruby,3,7
2016,148,jquery,ruby,3,8
2016,141,html,ruby,9,9
2016,129,monaca,ruby,6,10
2016,126,mysql,ruby,3,11
2016,108,android,ruby,16,12
2016,100,git,ruby,5,13
2016,91,os-x,ruby,1,14
2016,87,centos,ruby,5,15
2016,87,css,ruby,10,16
2016,79,c,ruby,12,17
2016,55,c++,ruby,14,18
2017,496,python,ruby,2,1
2017,462,javascript,ruby,5,2
2017,201,linux,ruby,6,3
2017,182,php,ruby,2,4
2017,168,java,ruby,10,5
2017,166,c,ruby,9,6
2017,152,html,ruby,9,7
2017,132,jquery,ruby,5,8
2017,127,c++,ruby,12,9
2017,125,ios,ruby,14,10
2017,118,mysql,ruby,3,11
2017,118,c#,ruby,27,12
2017,105,css,ruby,12,13
2017,83,android,ruby,22,14
2017,73,os-x,ruby,3,15
2017,57,git,ruby,6,16
2017,57,centos,ruby,13,17
2017,39,monaca,ruby,8,18
2014,123,ruby,ruby-on-rails,1,1
2014,83,javascript,ruby-on-rails,3,2
2014,32,os-x,ruby-on-rails,2,3
2014,23,git,ruby-on-rails,2,4
2014,23,css,ruby-on-rails,7,5
2014,22,ios,ruby-on-rails,9,6
2014,20,php,ruby-on-rails,2,7
2014,19,linux,ruby-on-rails,3,8
2014,18,c#,ruby-on-rails,9,9
2014,16,java,ruby-on-rails,9,10
2014,14,python,ruby-on-rails,2,11
2014,13,jquery,ruby-on-rails,3,12
2014,12,c++,ruby-on-rails,4,13
2014,11,c,ruby-on-rails,9,14
2014,9,mysql,ruby-on-rails,3,15
2014,8,rails-activerecord,ruby-on-rails,1,16
2014,7,go,ruby-on-rails,2,17
2014,5,html,ruby-on-rails,8,18
2014,4,centos,ruby-on-rails,5,19
2015,779,ruby,ruby-on-rails,1,1
2015,626,javascript,ruby-on-rails,7,2
2015,424,php,ruby-on-rails,2,3
2015,293,c#,ruby-on-rails,18,4
2015,282,java,ruby-on-rails,10,5
2015,231,html,ruby-on-rails,12,6
2015,229,ios,ruby-on-rails,25,7
2015,219,jquery,ruby-on-rails,7,8
2015,198,python,ruby-on-rails,3,9
2015,185,linux,ruby-on-rails,5,10
2015,182,mysql,ruby-on-rails,2,11
2015,156,c++,ruby-on-rails,24,12
2015,146,c,ruby-on-rails,24,13
2015,138,go,ruby-on-rails,9,14
2015,127,rails-activerecord,ruby-on-rails,1,15
2015,117,css,ruby-on-rails,15,16
2015,114,centos,ruby-on-rails,9,17
2015,113,os-x,ruby-on-rails,6,18
2015,94,monaca,ruby-on-rails,14,19
2015,91,git,ruby-on-rails,10,20
2016,439,ruby,ruby-on-rails,1,1
2016,407,javascript,ruby-on-rails,9,2
2016,235,php,ruby-on-rails,5,3
2016,232,python,ruby-on-rails,2,4
2016,196,java,ruby-on-rails,9,5
2016,182,ios,ruby-on-rails,19,6
2016,159,linux,ruby-on-rails,6,7
2016,138,jquery,ruby-on-rails,4,8
2016,131,html,ruby-on-rails,14,9
2016,110,mysql,ruby-on-rails,4,10
2016,106,git,ruby-on-rails,3,11
2016,91,monaca,ruby-on-rails,14,12
2016,83,centos,ruby-on-rails,8,13
2016,81,css,ruby-on-rails,12,14
2016,78,rails-activerecord,ruby-on-rails,1,15
2016,77,os-x,ruby-on-rails,4,16
2016,68,go,ruby-on-rails,5,17
2016,61,c,ruby-on-rails,18,18
2016,59,c#,ruby-on-rails,31,19
2016,38,c++,ruby-on-rails,23,20
2017,427,javascript,ruby-on-rails,8,1
2017,375,ruby,ruby-on-rails,1,2
2017,352,python,ruby-on-rails,10,3
2017,184,linux,ruby-on-rails,8,4
2017,164,c,ruby-on-rails,11,5
2017,159,java,ruby-on-rails,13,6
2017,151,php,ruby-on-rails,6,7
2017,146,html,ruby-on-rails,12,8
2017,128,c++,ruby-on-rails,11,9
2017,126,ios,ruby-on-rails,13,10
2017,114,c#,ruby-on-rails,29,11
2017,114,jquery,ruby-on-rails,10,12
2017,112,mysql,ruby-on-rails,4,13
2017,110,css,ruby-on-rails,10,14
2017,72,os-x,ruby-on-rails,4,15
2017,67,monaca,ruby-on-rails,3,16
2017,64,centos,ruby-on-rails,11,17
2017,63,git,ruby-on-rails,4,18
2017,41,go,ruby-on-rails,9,19
2017,27,rails-activerecord,ruby-on-rails,1,20
2015,311,ruby-on-rails,rubygems,3,1
2015,283,ruby,rubygems,3,2
2016,231,ruby-on-rails,rubygems,1,1
2016,125,ruby,rubygems,5,2
2017,160,ruby-on-rails,rubygems,2,1
2017,120,ruby,rubygems,6,2
2015,355,ruby-on-rails,rubymine,2,1
2015,276,ruby,rubymine,4,2
2016,85,ruby-on-rails,rubymine,12,1
2016,62,ruby,rubymine,12,2
2017,65,ruby,rubymine,13,1
2017,46,ruby-on-rails,rubymine,13,2
2014,12,python,scala,8,1
2014,8,php,scala,13,2
2015,197,php,scala,18,1
2015,81,python,scala,16,2
2016,38,python,scala,23,1
2016,4,php,scala,30,2
2017,204,python,scala,20,1
2017,19,php,scala,27,2
2015,33,python,scikit-learn,20,1
2016,107,python,scikit-learn,13,1
2017,193,python,scikit-learn,21,1
2015,227,ruby,selenium,7,1
2015,217,ruby-on-rails,selenium,5,2
2016,33,ruby-on-rails,selenium,16,1
2016,32,ruby,selenium,17,2
2017,38,ruby-on-rails,selenium,15,1
2017,37,ruby,selenium,17,2
2015,220,ruby,selenium-webdriver,9,1
2015,219,ruby-on-rails,selenium-webdriver,4,2
2016,11,ruby,selenium-webdriver,19,1
2016,7,ruby-on-rails,selenium-webdriver,18,2
2017,32,ruby-on-rails,selenium-webdriver,17,1
2017,28,ruby,selenium-webdriver,19,2
2014,9,ruby-on-rails,sendmail,7,1
2014,8,ruby,sendmail,10,2
2015,213,ruby-on-rails,sendmail,6,1
2015,165,ruby,sendmail,12,2
2016,81,ruby-on-rails,sendmail,14,1
2016,56,ruby,sendmail,13,2
2015,247,java,spring,15,1
2016,109,java,spring,19,1
2017,186,java,spring,7,1
2015,54,java,spring-boot,32,1
2016,124,java,spring-boot,17,1
2017,174,java,spring-boot,9,1
2015,142,ios,spritekit,27,1
2016,158,ios,spritekit,23,1
2017,118,ios,spritekit,19,1
2015,101,c#,sql-server,32,1
2016,170,c#,sql-server,21,1
2017,197,c#,sql-server,20,1
2014,10,php,sqlite,10,1
2014,5,ruby,sqlite,11,2
2014,2,c#,sqlite,22,3
2014,1,python,sqlite,14,4
2015,323,c#,sqlite,16,1
2015,213,php,sqlite,16,2
2015,136,ruby-on-rails,sqlite,14,3
2015,121,ruby,sqlite,17,4
2015,112,monaca,sqlite,8,5
2015,88,python,sqlite,14,6
2016,150,python,sqlite,9,1
2016,124,c#,sqlite,27,2
2016,98,monaca,sqlite,13,3
2016,93,ruby-on-rails,sqlite,10,4
2016,55,ruby,sqlite,14,5
2016,47,php,sqlite,27,6
2017,180,python,sqlite,22,1
2017,117,ruby-on-rails,sqlite,6,2
2017,108,ruby,sqlite,9,3
2017,49,php,sqlite,21,4
2017,22,monaca,sqlite,13,5
2017,18,c#,sqlite,32,6
2014,14,ios,storyboard,14,1
2014,1,objective-c,storyboard,8,2
2015,521,ios,storyboard,7,1
2015,359,objective-c,storyboard,5,2
2016,152,ios,storyboard,25,1
2016,42,objective-c,storyboard,9,2
2017,104,ios,storyboard,21,1
2017,13,objective-c,storyboard,6,2
2014,51,javascript,swift,11,1
2014,41,ios,swift,3,2
2014,39,ruby,swift,3,3
2014,37,objective-c,swift,1,4
2014,29,os-x,swift,5,5
2014,28,android,swift,20,6
2014,27,ruby-on-rails,swift,3,7
2014,16,php,swift,4,8
2014,16,css,swift,15,9
2014,14,java,swift,13,10
2014,13,python,swift,5,11
2014,12,jquery,swift,7,12
2014,12,linux,swift,8,13
2014,7,c,swift,18,14
2014,6,mysql,swift,5,15
2014,4,html,swift,11,16
2014,4,iphone,swift,3,17
2014,3,go,swift,8,18
2014,3,c++,swift,22,19
2015,1061,ios,swift,1,1
2015,569,objective-c,swift,2,2
2015,541,android,swift,9,3
2015,450,javascript,swift,15,4
2015,382,php,swift,5,5
2015,249,java,swift,14,6
2015,193,python,swift,4,7
2015,180,html,swift,18,8
2015,166,c++,swift,23,9
2015,162,ruby-on-rails,swift,11,10
2015,159,monaca,swift,6,11
2015,154,ruby,swift,13,12
2015,147,go,swift,8,13
2015,144,iphone,swift,3,14
2015,139,jquery,swift,15,15
2015,132,c,swift,26,16
2015,119,mysql,swift,8,17
2015,109,os-x,swift,7,18
2015,106,linux,swift,14,19
2015,89,css,swift,20,20
2015,87,realm,swift,1,21
2016,547,ios,swift,1,1
2016,331,javascript,swift,11,2
2016,242,php,swift,4,3
2016,213,ruby-on-rails,swift,2,4
2016,183,python,swift,5,5
2016,170,java,swift,11,6
2016,160,objective-c,swift,1,7
2016,158,android,swift,6,8
2016,137,ruby,swift,4,9
2016,115,monaca,swift,9,10
2016,114,html,swift,15,11
2016,96,mysql,swift,7,12
2016,95,realm,swift,1,13
2016,90,jquery,swift,10,14
2016,73,iphone,swift,1,15
2016,67,css,swift,16,16
2016,64,linux,swift,15,17
2016,60,go,swift,6,18
2016,60,os-x,swift,6,19
2016,27,c++,swift,28,20
2016,22,c,swift,29,21
2017,390,javascript,swift,10,1
2017,384,ios,swift,1,2
2017,358,python,swift,8,3
2017,185,ruby,swift,2,4
2017,162,php,swift,4,5
2017,162,ruby-on-rails,swift,1,6
2017,160,java,swift,12,7
2017,148,html,swift,11,8
2017,136,android,swift,6,9
2017,122,jquery,swift,7,10
2017,113,css,swift,8,11
2017,112,c,swift,21,12
2017,108,linux,swift,16,13
2017,86,realm,swift,1,14
2017,78,c++,swift,22,15
2017,76,os-x,swift,2,16
2017,68,mysql,swift,11,17
2017,67,monaca,swift,2,18
2017,46,objective-c,swift,1,19
2017,46,go,swift,8,20
2017,32,iphone,swift,1,21
2016,758,swift,swift2,2,1
2016,378,ios,swift2,4,2
2016,77,python,swift2,18,3
2017,226,swift,swift2,5,1
2017,152,python,swift2,24,2
2017,121,ios,swift2,17,3
2016,525,swift,swift3,3,1
2016,222,ios,swift3,9,2
2016,6,python,swift3,26,3
2017,536,swift,swift3,1,1
2017,276,ios,swift3,2,2
2017,228,python,swift3,15,3
2014,12,php,symfony2,6,1
2015,214,php,symfony2,15,1
2016,124,php,symfony2,19,1
2016,54,python,tensorflow,22,1
2017,482,python,tensorflow,3,1
2015,254,java,tomcat,13,1
2016,106,java,tomcat,21,1
2017,82,java,tomcat,27,1
2015,380,ruby-on-rails,twitter,1,1
2015,330,swift,twitter,8,2
2015,329,ruby,twitter,2,3
2015,313,ios,twitter,20,4
2015,280,php,twitter,9,5
2015,273,javascript,twitter,24,6
2015,261,objective-c,twitter,14,7
2015,215,java,twitter,20,8
2015,111,python,twitter,11,9
2015,107,html,twitter,28,10
2016,236,javascript,twitter,18,1
2016,193,php,twitter,7,2
2016,162,python,twitter,7,3
2016,121,ruby-on-rails,twitter,8,4
2016,81,html,twitter,20,5
2016,81,java,twitter,22,6
2016,77,swift,twitter,13,7
2016,73,ios,twitter,28,8
2016,69,ruby,twitter,11,9
2016,26,objective-c,twitter,11,10
2017,167,python,twitter,23,1
2017,167,javascript,twitter,23,2
2017,80,html,twitter,23,3
2017,69,ruby,twitter,12,4
2017,68,php,twitter,18,5
2017,61,ruby-on-rails,twitter,11,6
2017,51,java,twitter,32,7
2017,31,ios,twitter,25,8
2017,30,swift,twitter,12,9
2017,5,objective-c,twitter,10,10
2015,388,javascript,ubuntu,17,1
2015,275,php,ubuntu,10,2
2015,222,ruby,ubuntu,8,3
2015,200,ruby-on-rails,ubuntu,7,4
2015,195,linux,ubuntu,3,5
2015,192,c++,ubuntu,16,6
2015,181,c,ubuntu,13,7
2015,167,c#,ubuntu,29,8
2015,165,python,ubuntu,6,9
2015,150,java,ubuntu,26,10
2015,137,html,ubuntu,23,11
2015,116,jquery,ubuntu,18,12
2015,89,centos,ubuntu,13,13
2015,79,mysql,ubuntu,11,14
2016,247,javascript,ubuntu,16,1
2016,208,python,ubuntu,3,2
2016,190,linux,ubuntu,2,3
2016,188,php,ubuntu,8,4
2016,183,ruby-on-rails,ubuntu,3,5
2016,157,ruby,ubuntu,3,6
2016,145,java,ubuntu,13,7
2016,104,c#,ubuntu,29,8
2016,90,html,ubuntu,17,9
2016,84,centos,ubuntu,7,10
2016,81,mysql,ubuntu,9,11
2016,76,jquery,ubuntu,12,12
2016,63,c,ubuntu,17,13
2016,58,c++,ubuntu,13,14
2017,384,python,ubuntu,5,1
2017,268,javascript,ubuntu,15,2
2017,244,linux,ubuntu,2,3
2017,221,c#,ubuntu,14,4
2017,182,ruby,ubuntu,3,5
2017,181,c,ubuntu,7,6
2017,167,java,ubuntu,11,7
2017,149,c++,ubuntu,8,8
2017,149,ruby-on-rails,ubuntu,4,9
2017,96,php,ubuntu,10,10
2017,95,html,ubuntu,19,11
2017,81,mysql,ubuntu,7,12
2017,73,jquery,ubuntu,14,13
2017,68,centos,ubuntu,8,14
2015,342,ios,uicollectionview,16,1
2015,337,swift,uicollectionview,6,2
2015,290,objective-c,uicollectionview,10,3
2016,444,swift,uicollectionview,5,1
2016,201,ios,uicollectionview,14,2
2016,67,objective-c,uicollectionview,5,3
2017,9,swift,uicollectionview,14,1
2017,6,ios,uicollectionview,28,2
2015,329,ios,uiimage,18,1
2015,316,swift,uiimage,9,2
2015,304,objective-c,uiimage,7,3
2016,232,swift,uiimage,9,1
2016,102,ios,uiimage,27,2
2016,24,objective-c,uiimage,12,3
2017,259,swift,uiimage,4,1
2017,145,ios,uiimage,8,2
2017,17,objective-c,uiimage,4,3
2015,459,swift,uikit,3,1
2015,400,ios,uikit,12,2
2015,273,objective-c,uikit,11,3
2016,77,swift,uikit,14,1
2016,35,ios,uikit,30,2
2016,14,objective-c,uikit,14,3
2015,434,swift,uilabel,5,1
2015,375,ios,uilabel,13,2
2015,272,objective-c,uilabel,12,3
2016,94,swift,uilabel,12,1
2016,52,ios,uilabel,29,2
2016,19,objective-c,uilabel,13,3
2017,1,ios,uilabel,29,1
2017,1,objective-c,uilabel,13,2
2015,292,ios,uiscrollview,21,1
2015,290,objective-c,uiscrollview,9,2
2015,247,swift,uiscrollview,11,3
2017,150,swift,uiscrollview,8,1
2017,86,ios,uiscrollview,22,2
2017,7,objective-c,uiscrollview,7,3
2014,46,javascript,unity3d,14,1
2014,39,android,unity3d,9,2
2014,29,ruby-on-rails,unity3d,2,3
2014,27,c#,unity3d,3,4
2014,27,ruby,unity3d,5,5
2014,18,php,unity3d,3,6
2014,17,java,unity3d,6,7
2014,11,ios,unity3d,16,8
2014,11,objective-c,unity3d,6,9
2014,10,c++,unity3d,9,10
2014,10,python,unity3d,9,11
2014,6,c,unity3d,21,12
2014,4,swift,unity3d,5,13
2014,3,html,unity3d,17,14
2015,468,c#,unity3d,4,1
2015,354,android,unity3d,24,2
2015,343,ios,unity3d,15,3
2015,336,swift,unity3d,7,4
2015,335,javascript,unity3d,20,5
2015,262,objective-c,unity3d,13,6
2015,220,java,unity3d,18,7
2015,199,php,unity3d,17,8
2015,198,c++,unity3d,15,9
2015,157,c,unity3d,21,10
2015,149,ruby,unity3d,14,11
2015,127,html,unity3d,27,12
2015,114,ruby-on-rails,unity3d,16,13
2015,63,python,unity3d,18,14
2016,255,swift,unity3d,8,1
2016,176,javascript,unity3d,25,2
2016,157,ios,unity3d,24,3
2016,139,ruby-on-rails,unity3d,7,4
2016,138,php,unity3d,15,5
2016,136,c#,unity3d,25,6
2016,98,ruby,unity3d,8,7
2016,71,android,unity3d,26,8
2016,69,python,unity3d,21,9
2016,69,java,unity3d,28,10
2016,63,html,unity3d,27,11
2016,43,c++,unity3d,20,12
2016,40,objective-c,unity3d,10,13
2016,27,c,unity3d,27,14
2017,241,c#,unity3d,6,1
2017,223,python,unity3d,16,2
2017,206,javascript,unity3d,20,3
2017,88,android,unity3d,18,4
2017,81,java,unity3d,28,5
2017,76,c++,unity3d,24,6
2017,65,html,unity3d,25,7
2017,62,c,unity3d,27,8
2017,61,ruby,unity3d,14,9
2017,55,php,unity3d,19,10
2017,47,ruby-on-rails,unity3d,12,11
2017,38,ios,unity3d,24,12
2017,34,swift,unity3d,11,13
2017,6,objective-c,unity3d,9,14
2015,192,php,unix,20,1
2015,138,ruby-on-rails,unix,13,2
2015,121,ruby,unix,18,3
2015,112,linux,unix,12,4
2015,86,c++,unix,29,5
2015,77,python,unix,17,6
2016,150,python,unix,8,1
2016,131,linux,unix,10,2
2016,87,ruby-on-rails,unix,11,3
2016,81,ruby,unix,10,4
2016,35,c++,unix,24,5
2016,29,php,unix,28,6
2017,359,python,unix,7,1
2017,187,linux,unix,7,2
2017,127,ruby,unix,5,3
2017,109,c++,unix,15,4
2017,98,ruby-on-rails,unix,8,5
2017,94,php,unix,13,6
2015,280,c#,vb.net,19,1
2015,228,javascript,vb.net,26,2
2015,135,c++,vb.net,25,3
2015,120,c,vb.net,28,4
2015,104,php,vb.net,26,5
2015,100,html,vb.net,29,6
2015,94,python,vb.net,13,7
2016,230,javascript,vb.net,20,1
2016,195,c#,vb.net,18,2
2016,143,php,vb.net,14,3
2016,77,html,vb.net,24,4
2016,73,python,vb.net,19,5
2016,44,c,vb.net,25,6
2016,32,c++,vb.net,25,7
2017,205,c#,vb.net,18,1
2017,150,python,vb.net,25,2
2017,90,javascript,vb.net,32,3
2017,74,c++,vb.net,25,4
2017,58,c,vb.net,28,5
2017,48,html,vb.net,28,6
2017,26,php,vb.net,25,7
2015,174,c#,vba,28,1
2015,173,php,vba,22,2
2015,159,javascript,vba,31,3
2016,169,c#,vba,22,1
2016,129,javascript,vba,30,2
2016,84,php,vba,25,3
2017,225,javascript,vba,17,1
2017,215,c#,vba,17,2
2017,51,php,vba,20,3
2014,61,javascript,vim,8,1
2014,35,ruby,vim,4,2
2014,23,ruby-on-rails,vim,4,3
2014,13,python,vim,6,4
2014,10,php,vim,11,5
2015,279,javascript,vim,23,1
2015,168,python,vim,5,2
2015,148,php,vim,23,3
2015,129,ruby-on-rails,vim,15,4
2015,127,ruby,vim,15,5
2016,163,javascript,vim,27,1
2016,140,python,vim,10,2
2016,100,php,vim,24,3
2016,48,ruby-on-rails,vim,15,4
2016,38,ruby,vim,16,5
2017,95,javascript,vim,31,1
2017,76,python,vim,27,2
2017,43,ruby-on-rails,vim,14,3
2017,34,ruby,vim,18,4
2017,17,php,vim,29,5
2014,18,javascript,virtualbox,19,1
2014,15,ruby,virtualbox,8,2
2014,7,python,virtualbox,11,3
2014,5,linux,virtualbox,13,4
2014,5,php,virtualbox,15,5
2014,4,ruby-on-rails,virtualbox,8,6
2014,2,java,virtualbox,19,7
2015,262,javascript,virtualbox,25,1
2015,249,php,virtualbox,12,2
2015,131,java,virtualbox,29,3
2015,129,linux,virtualbox,10,4
2015,122,ruby,virtualbox,16,5
2015,104,ruby-on-rails,virtualbox,17,6
2015,84,python,virtualbox,15,7
2016,160,javascript,virtualbox,29,1
2016,150,ruby-on-rails,virtualbox,6,2
2016,132,php,virtualbox,18,3
2016,115,ruby,virtualbox,6,4
2016,86,linux,virtualbox,12,5
2016,85,python,virtualbox,16,6
2016,63,java,virtualbox,30,7
2017,281,python,virtualbox,12,1
2017,151,javascript,virtualbox,25,2
2017,140,linux,virtualbox,12,3
2017,116,ruby,virtualbox,7,4
2017,95,php,virtualbox,11,5
2017,90,ruby-on-rails,virtualbox,9,6
2017,85,java,virtualbox,26,7
2014,30,javascript,visual-studio,16,1
2014,19,c#,visual-studio,6,2
2014,16,css,visual-studio,16,3
2014,16,ruby,visual-studio,7,4
2014,13,.net,visual-studio,4,5
2014,10,ruby-on-rails,visual-studio,6,6
2014,7,python,visual-studio,10,7
2014,6,jquery,visual-studio,11,8
2014,6,php,visual-studio,14,9
2014,5,linux,visual-studio,14,10
2014,5,ios,visual-studio,18,11
2014,4,c++,visual-studio,21,12
2014,4,swift,visual-studio,4,13
2014,4,c,visual-studio,23,14
2014,3,java,visual-studio,18,15
2014,2,html,visual-studio,19,16
2015,515,c#,visual-studio,1,1
2015,509,javascript,visual-studio,11,2
2015,260,c++,visual-studio,8,3
2015,246,java,visual-studio,16,4
2015,244,ruby,visual-studio,5,5
2015,241,php,visual-studio,14,6
2015,211,html,visual-studio,14,7
2015,186,c,visual-studio,12,8
2015,173,jquery,visual-studio,11,9
2015,162,.net,visual-studio,2,10
2015,143,ruby-on-rails,visual-studio,12,11
2015,141,python,visual-studio,9,12
2015,119,css,visual-studio,13,13
2015,115,linux,visual-studio,11,14
2015,91,ios,visual-studio,30,15
2015,81,swift,visual-studio,14,16
2016,303,c#,visual-studio,1,1
2016,291,swift,visual-studio,7,2
2016,236,javascript,visual-studio,19,3
2016,163,ios,visual-studio,21,4
2016,160,php,visual-studio,12,5
2016,136,java,visual-studio,15,6
2016,93,c++,visual-studio,5,7
2016,92,.net,visual-studio,3,8
2016,83,ruby-on-rails,visual-studio,13,9
2016,82,python,visual-studio,17,10
2016,80,html,visual-studio,22,11
2016,77,c,visual-studio,13,12
2016,70,jquery,visual-studio,15,13
2016,61,linux,visual-studio,16,14
2016,53,ruby,visual-studio,15,15
2016,48,css,visual-studio,19,16
2017,329,c#,visual-studio,1,1
2017,297,javascript,visual-studio,14,2
2017,264,python,visual-studio,13,3
2017,170,swift,visual-studio,7,4
2017,156,c,visual-studio,14,5
2017,147,c++,visual-studio,9,6
2017,139,java,visual-studio,17,7
2017,111,html,visual-studio,18,8
2017,107,linux,visual-studio,17,9
2017,106,ios,visual-studio,20,10
2017,97,php,visual-studio,9,11
2017,97,ruby,visual-studio,11,12
2017,80,jquery,visual-studio,13,13
2017,74,css,visual-studio,20,14
2017,70,ruby-on-rails,visual-studio,10,15
2017,45,.net,visual-studio,2,16
2016,21,python,vue.js,25,1
2017,205,python,vue.js,19,1
2015,109,php,win32api,25,1
2016,144,php,win32api,13,1
2017,18,php,win32api,28,1
2014,58,javascript,windows,9,1
2014,54,ruby,windows,2,2
2014,47,ruby-on-rails,windows,1,3
2014,38,android,windows,10,4
2014,33,c#,windows,1,5
2014,19,os-x,windows,6,6
2014,17,css,windows,14,7
2014,16,.net,windows,3,8
2014,16,java,windows,11,9
2014,15,linux,windows,6,10
2014,14,python,windows,3,11
2014,13,c++,windows,1,12
2014,13,git,windows,11,13
2014,11,php,windows,7,14
2014,10,c,windows,11,15
2014,9,visual-studio,windows,1,16
2014,8,swift,windows,3,17
2014,7,html,windows,3,18
2014,7,jquery,windows,10,19
2014,7,mysql,windows,4,20
2014,2,centos,windows,12,21
2015,626,javascript,windows,8,1
2015,513,c#,windows,2,2
2015,399,php,windows,4,3
2015,336,java,windows,7,4
2015,288,c++,windows,3,5
2015,285,html,windows,6,6
2015,282,android,windows,31,7
2015,264,python,windows,1,8
2015,237,ruby,windows,6,9
2015,227,jquery,windows,3,10
2015,220,c,windows,9,11
2015,198,ruby-on-rails,windows,8,12
2015,168,linux,windows,8,13
2015,156,monaca,windows,7,14
2015,151,.net,windows,3,15
2015,147,mysql,windows,6,16
2015,143,css,windows,7,17
2015,141,os-x,windows,2,18
2015,138,visual-studio,windows,1,19
2015,116,centos,windows,7,20
2015,114,swift,windows,12,21
2015,108,git,windows,8,22
2016,468,javascript,windows,5,1
2016,280,c#,windows,2,2
2016,273,php,windows,1,3
2016,236,java,windows,5,4
2016,206,python,windows,4,5
2016,200,monaca,windows,3,6
2016,159,ruby,windows,2,7
2016,158,ruby-on-rails,windows,5,8
2016,147,linux,windows,8,9
2016,144,html,windows,8,10
2016,121,jquery,windows,6,11
2016,104,android,windows,21,12
2016,102,mysql,windows,6,13
2016,100,c,windows,5,14
2016,98,c++,windows,4,15
2016,96,.net,windows,2,16
2016,92,css,windows,8,17
2016,84,git,windows,10,18
2016,83,visual-studio,windows,1,19
2016,75,centos,windows,12,20
2016,72,os-x,windows,5,21
2016,42,swift,windows,15,22
2017,454,python,windows,4,1
