"year","count","tag1","tag2","rank1","rank2"
2010,6,.net,css,17,5
2011,1374,c++,css,18,1
2011,982,c#,css,10,2
2011,630,c,css,21,3
2011,373,android,css,9,4
2011,313,ajax,css,5,5
2011,239,.net,css,11,6
2012,2703,c++,css,15,1
2012,1686,c#,css,14,2
2012,1281,android,css,12,3
2012,876,ajax,css,5,4
2012,730,c,css,20,5
2012,259,.net,css,20,6
2012,45,bootstrap,css,3,7
2013,2262,c++,css,18,1
2013,1705,c#,css,10,2
2013,1246,android,css,18,3
2013,808,c,css,17,4
2013,787,ajax,css,6,5
2013,220,.net,css,17,6
2013,157,bootstrap,css,2,7
2013,3,angularjs,css,6,8
2014,1555,c++,css,16,1
2014,1245,c#,css,17,2
2014,1002,android,css,24,3
2014,873,ajax,css,6,4
2014,648,c,css,17,5
2014,182,bootstrap,css,3,6
2014,144,.net,css,22,7
2014,97,angularjs,css,5,8
2015,5729,c#,css,15,1
2015,3487,c++,css,20,2
2015,3051,android,css,23,3
2015,1387,ajax,css,5,4
2015,1078,.net,css,18,5
2015,1026,c,css,18,6
2015,800,angularjs,css,4,7
2015,583,bootstrap,css,2,8
2016,10926,c#,css,18,1
2016,5924,android,css,29,2
2016,5214,c++,css,25,3
2016,2402,ajax,css,5,4
2016,1978,.net,css,26,5
2016,1772,angularjs,css,3,6
2016,1597,c,css,25,7
2016,1409,bootstrap,css,1,8
2017,12292,c#,css,19,1
2017,5200,android,css,28,2
2017,3918,c++,css,27,3
2017,2764,ajax,css,5,4
2017,1796,bootstrap,css,2,5
2017,1468,.net,css,28,6
2017,1313,c,css,30,7
2017,994,angularjs,css,5,8
2011,412,css,css3,13,1
2011,87,ajax,css3,21,2
2012,1696,css,css3,7,1
2012,491,ajax,css3,8,2
2013,1729,css,css3,6,1
2013,429,ajax,css3,10,2
2014,1413,css,css3,6,1
2014,475,ajax,css3,10,2
2015,2936,css,css3,5,1
2015,798,ajax,css3,11,2
2016,7806,css,css3,5,1
2016,1512,ajax,css3,9,2
2017,10866,css,css3,5,1
2017,1817,ajax,css3,10,2
2011,91,ajax,curl,20,1
2012,263,ajax,curl,24,1
2013,258,ajax,curl,29,1
2014,211,ajax,curl,32,1
2015,436,ajax,curl,29,1
2016,846,ajax,curl,28,1
2017,1246,ajax,curl,21,1
2010,39,c,debian,18,1
2011,558,c,debian,22,1
2012,420,c,debian,29,1
2013,540,c,debian,29,1
2014,347,c,debian,29,1
2015,740,c,debian,29,1
2016,1297,c,debian,29,1
2017,1489,c,debian,27,1
2011,1932,c++,delphi,7,1
2011,852,c,delphi,9,2
2011,749,c#,delphi,15,3
2011,164,.net,delphi,19,4
2012,3208,c++,delphi,9,1
2012,2091,c#,delphi,11,2
2012,893,c,delphi,10,3
2012,349,.net,delphi,11,4
2013,2445,c++,delphi,14,1
2013,1711,c#,delphi,9,2
2013,824,c,delphi,16,3
2013,229,.net,delphi,14,4
2014,1671,c++,delphi,14,1
2014,1302,c#,delphi,15,2
2014,702,c,delphi,13,3
2014,168,.net,delphi,13,4
2015,4168,c#,delphi,24,1
2015,3772,c++,delphi,15,2
2015,968,c,delphi,19,3
2015,767,.net,delphi,28,4
2016,9280,c#,delphi,25,1
2016,6684,c++,delphi,18,2
2016,1976,c,delphi,18,3
2016,1972,.net,delphi,27,4
2017,7387,c#,delphi,29,1
2017,6061,c++,delphi,18,2
2017,2049,c,delphi,20,3
2017,1053,.net,delphi,32,4
2011,171,delphi,delphi-7,14,1
2012,1250,delphi,delphi-7,4,1
2013,365,delphi,delphi-7,9,1
2014,415,delphi,delphi-7,4,1
2015,283,delphi,delphi-7,9,1
2016,743,delphi,delphi-7,6,1
2017,1017,delphi,delphi-7,5,1
2010,48,android,eclipse,4,1
2011,530,android,eclipse,2,1
2012,1481,android,eclipse,7,1
2013,2396,android,eclipse,2,1
2014,2832,android,eclipse,2,1
2015,4751,android,eclipse,15,1
2016,8217,android,eclipse,20,1
2017,5637,android,eclipse,24,1
2011,244,c#,entity-framework,24,1
2011,78,.net,entity-framework,25,2
2012,377,c#,entity-framework,29,1
2012,60,.net,entity-framework,29,2
2013,1216,c#,entity-framework,22,1
2013,161,.net,entity-framework,26,2
2014,1225,c#,entity-framework,18,1
2014,159,.net,entity-framework,17,2
2015,5835,c#,entity-framework,14,1
2015,1185,.net,entity-framework,14,2
2016,12331,c#,entity-framework,13,1
2016,2475,.net,entity-framework,12,2
2017,15205,c#,entity-framework,13,1
2017,2202,.net,entity-framework,11,2
2011,191,c#,excel,26,1
2011,39,.net,excel,29,2
2012,1029,c#,excel,23,1
2012,175,.net,excel,26,2
2013,1099,c#,excel,24,1
2013,150,.net,excel,28,2
2014,926,c#,excel,27,1
2014,99,.net,excel,30,2
2015,4505,c#,excel,20,1
2015,855,.net,excel,25,2
2016,8905,c#,excel,28,1
2016,1772,.net,excel,32,2
2017,11976,c#,excel,21,1
2017,1752,.net,excel,22,2
2011,201,css,firefox,20,1
2012,915,css,firefox,12,1
2013,845,css,firefox,17,1
2014,409,css,firefox,27,1
2015,1291,css,firefox,15,1
2016,3401,css,firefox,14,1
2017,3996,css,firefox,19,1
2010,128,c++,gcc,4,1
2010,104,c,gcc,7,2
2011,1450,c++,gcc,17,1
2011,735,c,gcc,15,2
2012,2016,c++,gcc,22,1
2012,625,c,gcc,25,2
2013,2021,c++,gcc,21,1
2013,713,c,gcc,25,2
2014,1198,c++,gcc,21,1
2014,471,c,gcc,24,2
2015,3764,c++,gcc,16,1
2015,1123,c,gcc,16,2
2016,7318,c++,gcc,16,1
2016,2480,c,gcc,12,2
2017,6047,c++,gcc,19,1
2017,2302,c,gcc,17,2
2011,185,css,get,21,1
2011,56,ajax,get,26,2
2012,833,css,get,14,1
2012,386,ajax,get,15,2
2013,984,css,get,11,1
2013,368,ajax,get,17,2
2014,574,css,get,19,1
2014,353,ajax,get,20,2
2015,858,css,get,24,1
2015,381,ajax,get,32,2
2016,1422,css,get,30,1
2016,738,ajax,get,32,2
2017,3182,css,get,26,1
2017,1340,ajax,get,18,2
2010,30,android,git,13,1
2010,25,c#,git,15,2
2010,17,c++,git,16,3
2011,246,c++,git,27,1
2011,148,android,git,23,2
2011,145,c#,git,28,3
2011,32,css,git,26,4
2012,825,c++,git,28,1
2012,728,android,git,21,2
2012,440,c#,git,27,3
2012,230,css,git,29,4
2013,1043,c++,git,27,1
2013,798,android,git,27,2
2013,493,css,git,28,3
2013,436,c#,git,30,4
2014,1391,android,git,15,1
2014,1177,c++,git,22,2
2014,627,c#,git,30,3
2014,497,css,git,22,4
2015,4124,c#,git,25,1
2015,3858,android,git,20,2
2015,2896,c++,git,24,3
2015,1294,css,git,14,4
2016,9095,c#,git,26,1
2016,9023,android,git,17,2
2016,5805,c++,git,21,3
2016,2710,css,git,20,4
2017,7794,android,git,15,1
2017,6903,c#,git,32,2
2017,3482,c++,git,32,3
2017,3072,css,git,28,4
2012,591,android,github,26,1
2012,57,git,github,10,2
2013,497,android,github,29,1
2013,98,git,github,9,2
2014,964,android,github,25,1
2014,262,git,github,6,2
2015,2891,android,github,26,1
2015,801,git,github,8,2
2016,7780,android,github,22,1
2016,1493,git,github,4,2
2017,6791,android,github,19,1
2017,1496,git,github,5,2
2011,199,android,google,22,1
2011,185,css,google,22,2
2012,856,android,google,20,1
2012,463,css,google,25,2
2013,866,android,google,25,1
2013,769,css,google,19,2
2014,1101,android,google,20,1
2014,204,css,google,30,2
2015,1607,android,google,32,1
2015,716,css,google,29,2
2016,7139,android,google,26,1
2016,699,css,google,32,2
2017,3924,android,google,31,1
2017,3907,css,google,20,2
2010,2,css,google-chrome,13,1
2011,287,css,google-chrome,16,1
2011,64,ajax,google-chrome,25,2
2012,784,css,google-chrome,17,1
2012,271,ajax,google-chrome,23,2
2013,948,css,google-chrome,13,1
2013,328,ajax,google-chrome,18,2
2014,852,css,google-chrome,11,1
2014,307,ajax,google-chrome,26,2
2015,1354,css,google-chrome,11,1
2015,555,ajax,google-chrome,22,2
2016,3880,css,google-chrome,10,1
2016,881,ajax,google-chrome,26,2
2017,5209,css,google-chrome,12,1
2017,1198,ajax,google-chrome,23,2
2011,98,css,google-maps-api,24,1
2011,41,android,google-maps-api,26,2
2012,595,android,google-maps-api,25,1
2012,278,css,google-maps-api,27,2
2013,902,android,google-maps-api,24,1
2013,691,css,google-maps-api,22,2
2014,924,android,google-maps-api,26,1
2014,446,css,google-maps-api,26,2
2015,4188,android,google-maps-api,19,1
2015,893,css,google-maps-api,23,2
2016,7156,android,google-maps-api,25,1
2016,2153,css,google-maps-api,26,2
2017,7337,android,google-maps-api,17,1
2017,3236,css,google-maps-api,25,2
2013,432,android,gradle,30,1
2014,846,android,gradle,27,1
2015,4579,android,gradle,16,1
2016,11267,android,gradle,12,1
2017,9419,android,gradle,12,1
2014,42,css,gulp,32,1
2015,734,css,gulp,27,1
2016,2742,css,gulp,19,1
2017,5123,css,gulp,13,1
2010,122,c++,html,10,1
2010,101,c,html,11,2
2010,58,c#,html,8,3
2010,48,android,html,7,4
2010,7,.net,html,5,5
2010,2,git,html,3,6
2010,2,css,html,12,7
2011,2007,c++,html,6,1
2011,1220,css,html,1,2
2011,1124,c#,html,6,3
2011,889,c,html,8,4
2011,836,delphi,html,4,5
2011,421,android,html,5,6
2011,374,ajax,html,3,7
2011,261,.net,html,7,8
2011,57,css3,html,1,9
2011,16,git,html,4,10
2012,3451,c++,html,7,1
2012,3023,css,html,1,2
2012,2090,c#,html,12,3
2012,1494,android,html,6,4
2012,1238,delphi,html,6,5
2012,986,c,html,8,6
2012,952,ajax,html,4,7
2012,342,.net,html,13,8
2012,307,css3,html,2,9
2012,97,git,html,3,10
2012,47,bootstrap,html,1,11
2013,2958,css,html,1,1
2013,2798,c++,html,10,2
2013,1992,c#,html,6,3
2013,1951,android,html,7,4
2013,994,c,html,7,5
2013,855,ajax,html,4,6
2013,477,delphi,html,4,7
2013,259,.net,html,7,8
2013,258,css3,html,2,9
2013,157,bootstrap,html,4,10
2013,126,git,html,6,11
2013,4,angularjs,html,5,12
2014,2385,css,html,1,1
2014,2069,android,html,10,2
2014,1847,c++,html,9,3
2014,1757,c#,html,3,4
2014,976,ajax,html,4,5
2014,707,c,html,12,6
2014,421,delphi,html,3,7
2014,304,css3,html,1,8
2014,302,git,html,3,9
2014,185,bootstrap,html,1,10
2014,179,.net,html,9,11
2014,100,angularjs,html,4,12
2015,7052,c#,html,4,1
2015,5940,android,html,8,2
2015,4465,c++,html,12,3
2015,4408,css,html,1,4
2015,1543,ajax,html,4,5
2015,1228,.net,html,12,6
2015,1183,c,html,12,7
2015,897,git,html,3,8
2015,819,angularjs,html,3,9
2015,743,css3,html,1,10
2015,584,bootstrap,html,1,11
2015,396,delphi,html,4,12
2016,14046,c#,html,6,1
2016,11171,css,html,1,2
2016,11020,android,html,13,3
2016,7534,c++,html,15,4
2016,2686,ajax,html,4,5
2016,2435,.net,html,14,6
2016,2270,c,html,16,7
2016,1883,angularjs,html,2,8
2016,1639,css3,html,1,9
2016,1465,git,html,5,10
2016,1382,bootstrap,html,2,11
2016,632,delphi,html,8,12
2017,17891,c#,html,5,1
2017,14956,css,html,1,2
2017,9782,android,html,10,3
2017,6249,c++,html,16,4
2017,3133,ajax,html,4,5
2017,2686,css3,html,1,6
2017,2291,.net,html,10,7
2017,2171,c,html,18,8
2017,1836,bootstrap,html,1,9
2017,1581,git,html,2,10
2017,1126,angularjs,html,3,11
2017,999,delphi,html,7,12
2010,8,html,html5,9,1
2010,2,css,html5,11,2
2011,833,html,html5,10,1
2011,449,css,html5,11,2
2011,131,ajax,html5,15,3
2011,30,css3,html5,6,4
2012,2621,html,html5,5,1
2012,1749,css,html5,6,2
2012,533,ajax,html5,7,3
2012,249,css3,html5,5,4
2013,2003,html,html5,5,1
2013,1673,css,html5,7,2
2013,468,ajax,html5,7,3
2013,176,css3,html5,6,4
2014,1596,html,html5,5,1
2014,1350,css,html5,7,2
2014,535,ajax,html5,7,3
2014,225,css3,html5,5,4
2015,3754,html,html5,5,1
2015,2711,css,html5,6,2
2015,932,ajax,html5,7,3
2015,596,css3,html5,4,4
2016,8482,html,html5,4,1
2016,7302,css,html5,6,2
2016,1612,ajax,html5,8,3
2016,1426,css3,html5,3,4
2017,11425,html,html5,4,1
2017,10292,css,html5,6,2
2017,2441,css3,html5,3,3
2017,2015,ajax,html5,7,4
2010,128,c++,ide,3,1
2010,105,c,ide,5,2
2011,1525,c++,ide,16,1
2011,678,c,ide,19,2
2012,2286,c++,ide,19,1
2012,742,c,ide,18,2
2013,1700,c++,ide,25,1
2013,562,c,ide,28,2
2014,560,c++,ide,30,1
2014,192,c,ide,32,2
2015,2641,c++,ide,28,1
2015,674,c,ide,31,2
2016,3155,c++,ide,32,1
2016,946,c,ide,32,2
2017,3630,c++,ide,29,1
2017,1288,c,ide,31,2
2010,19,android,intellij-idea,14,1
2011,144,android,intellij-idea,24,1
2012,677,android,intellij-idea,23,1
2013,1364,android,intellij-idea,16,1
2014,1288,android,intellij-idea,16,1
2015,4808,android,intellij-idea,14,1
2016,9444,android,intellij-idea,16,1
2017,7652,android,intellij-idea,16,1
2011,995,html,internet-explorer,8,1
2011,604,css,internet-explorer,7,2
2012,1978,html,internet-explorer,7,1
2012,1347,css,internet-explorer,8,2
2013,1286,html,internet-explorer,8,1
2013,1111,css,internet-explorer,9,2
2014,1132,html,internet-explorer,7,1
2014,1033,css,internet-explorer,8,2
2015,1513,html,internet-explorer,17,1
2015,1167,css,internet-explorer,20,2
2016,3901,html,internet-explorer,10,1
2016,3485,css,internet-explorer,13,2
2017,5111,css,internet-explorer,14,1
2017,4657,html,internet-explorer,19,2
2010,17,android,ios,17,1
2010,4,html,ios,11,2
2010,2,css,ios,10,3
2011,211,android,ios,21,1
2011,130,html,ios,23,2
2011,50,css,ios,25,3
2012,1165,android,ios,16,1
2012,648,html,ios,22,2
2012,383,css,ios,26,3
2013,1870,android,ios,9,1
2013,647,html,ios,23,2
2013,537,css,ios,27,3
2014,1164,android,ios,19,1
2014,846,html,ios,11,2
2014,658,css,ios,14,3
2015,2809,android,ios,27,1
2015,1266,html,ios,21,2
2015,908,css,ios,22,3
2016,6497,android,ios,28,1
2016,2113,html,ios,28,2
2016,1497,css,ios,29,3
2017,6134,android,ios,21,1
2017,3429,html,ios,24,2
2017,3127,css,ios,27,3
2011,274,c,ip,29,1
2012,398,c,ip,30,1
2013,650,c,ip,27,1
2014,425,c,ip,25,1
2015,743,c,ip,28,1
2016,1254,c,ip,31,1
2017,1384,c,ip,29,1
2010,1,ios,iphone,3,1
2011,110,ios,iphone,2,1
2012,247,ios,iphone,3,1
2013,668,ios,iphone,3,1
2014,470,ios,iphone,3,1
2015,832,ios,iphone,4,1
2016,1151,ios,iphone,4,1
2017,521,ios,iphone,5,1
2010,129,c++,java,2,1
2010,106,c,java,4,2
2010,59,c#,java,6,3
2010,49,android,java,1,4
2010,10,html,java,3,5
2010,7,.net,java,13,6
2010,2,css,java,9,7
2010,2,git,java,1,8
2010,1,ios,java,1,9
2011,2300,c++,java,2,1
2011,1214,c#,java,4,2
2011,1206,html,java,5,3
2011,952,c,java,6,4
2011,737,delphi,java,6,5
2011,634,android,java,1,6
2011,624,css,java,6,7
2011,287,.net,java,3,8
2011,199,ajax,java,7,9
2011,103,ios,java,3,10
2011,16,git,java,5,11
2012,3621,c++,java,4,1
2012,2329,android,java,1,2
2012,2216,c#,java,6,3
2012,1980,html,java,6,4
2012,1280,delphi,java,3,5
2012,1151,css,java,9,6
2012,1003,c,java,7,7
2012,443,ajax,java,11,8
2012,421,.net,java,5,9
2012,155,ios,java,4,10
2012,71,git,java,7,11
2013,3440,c++,java,1,1
2013,3397,android,java,1,2
2013,2105,c#,java,5,3
2013,1625,html,java,6,4
2013,1178,css,java,8,5
2013,1119,c,java,2,6
2013,504,delphi,java,3,7
2013,431,ajax,java,9,8
2013,353,ios,java,4,9
2013,291,.net,java,3,10
2013,136,git,java,3,11
2013,27,android-studio,java,1,12
2014,4166,android,java,1,1
2014,2207,c++,java,2,2
2014,1536,c#,java,8,3
2014,1345,html,java,6,4
2014,908,css,java,10,5
2014,879,c,java,3,6
2014,525,ajax,java,8,7
2014,271,git,java,5,8
2014,234,delphi,java,9,9
2014,160,.net,java,16,10
2014,137,ios,java,5,11
2014,109,android-studio,java,1,12
2015,11004,android,java,1,1
2015,6729,c#,java,10,2
2015,5669,c++,java,1,3
2015,2783,html,java,7,4
2015,1638,css,java,9,5
2015,1550,c,java,2,6
2015,1268,.net,java,8,7
2015,880,ajax,java,8,8
2015,829,git,java,6,9
2015,687,android-studio,java,1,10
2015,680,ios,java,5,11
2015,336,delphi,java,6,12
2016,23140,android,java,1,1
2016,13528,c#,java,8,2
2016,10268,c++,java,2,3
2016,5877,html,java,6,4
2016,4162,css,java,9,5
2016,2966,c,java,4,6
2016,2477,.net,java,11,7
2016,1620,ajax,java,7,8
2016,1549,git,java,3,9
2016,1324,android-studio,java,1,10
2016,1066,ios,java,5,11
2016,835,delphi,java,2,12
2017,20376,android,java,1,1
2017,18488,c#,java,4,2
2017,9839,c++,java,1,3
2017,7850,html,java,7,4
2017,6347,css,java,9,5
2017,3401,c,java,2,6
2017,2530,.net,java,5,7
2017,2350,android-studio,java,1,8
2017,1812,ajax,java,11,9
2017,1531,git,java,4,10
2017,1121,delphi,java,3,11
2017,604,ios,java,4,12
2011,843,java,java-ee,20,1
2012,1503,java,java-ee,18,1
2013,1521,java,java-ee,12,1
2014,1505,java,java-ee,9,1
2015,3417,java,java-ee,13,1
2016,9556,java,java-ee,12,1
2017,8890,java,java-ee,17,1
2010,7,java,javafx,11,1
2011,388,java,javafx,27,1
2012,1094,java,javafx,24,1
2013,314,java,javafx,30,1
2014,283,java,javafx,31,1
2015,2393,java,javafx,24,1
2016,9050,java,javafx,16,1
2017,11405,java,javafx,8,1
2010,123,c++,javascript,6,1
2010,102,c,javascript,8,2
2010,62,c#,javascript,5,3
2010,48,android,javascript,6,4
2010,41,java,javascript,2,5
2010,11,html,javascript,2,6
2010,9,django,javascript,1,7
2010,7,.net,javascript,7,8
2010,4,html5,javascript,2,9
2010,2,git,javascript,2,10
2010,2,css,javascript,8,11
2011,2119,html,javascript,1,1
2011,1928,c++,javascript,8,2
2011,1900,java,javascript,2,3
2011,1214,c#,javascript,3,4
2011,1083,css,javascript,3,5
2011,826,c,javascript,11,6
2011,720,delphi,javascript,7,7
2011,400,ajax,javascript,2,8
2011,388,android,javascript,7,9
2011,271,.net,javascript,4,10
2011,197,django,javascript,2,11
2011,76,html5,javascript,1,12
2011,54,css3,javascript,3,13
2011,42,asp.net-mvc,javascript,2,14
2011,14,git,javascript,7,15
2012,4233,html,javascript,2,1
2012,3516,c++,javascript,6,2
2012,2785,css,javascript,2,3
2012,2759,java,javascript,2,4
2012,2123,c#,javascript,10,5
2012,1544,android,javascript,4,6
2012,1158,delphi,javascript,7,7
2012,1038,ajax,javascript,1,8
2012,977,c,javascript,9,9
2012,378,.net,javascript,7,10
2012,362,html5,javascript,1,11
2012,311,css3,javascript,1,12
2012,212,django,javascript,2,13
2012,98,git,javascript,2,14
2012,86,asp.net-mvc,javascript,2,15
2012,46,bootstrap,javascript,2,16
2013,3487,html,javascript,1,1
2013,3062,c++,javascript,3,2
2013,2861,css,javascript,2,3
2013,2729,java,javascript,3,4
2013,2155,c#,javascript,3,5
2013,2135,android,javascript,5,6
2013,1085,c,javascript,4,7
2013,1001,ajax,javascript,1,8
2013,547,delphi,javascript,2,9
2013,319,html5,javascript,1,10
2013,281,.net,javascript,5,11
2013,276,css3,javascript,1,12
2013,175,bootstrap,javascript,1,13
2013,148,django,javascript,2,14
2013,146,git,javascript,2,15
2013,121,asp.net-mvc,javascript,2,16
2013,6,angularjs,javascript,1,17
2014,3025,html,javascript,1,1
2014,2892,java,javascript,2,2
2014,2282,css,javascript,2,3
2014,2178,c++,javascript,3,4
